stage,epidermis,eye,iridophores,lateral_line,mesenchyme,mucous,mural_cell,muscle,neural,periderm,pronephros,slow_muscle,spinal_cord,vasculature,xanthophores
 24-34,0,0,0,0,1.65,0,0,0,1,8.89,1.75,0,0.79,0,0
 36-46,0.93,0,0,0,0,0,0,0,3.75,12.52,3.76,0,0.91,1.81,0
 48-58,7.94,0.85,0,0,0.87,0,0,0.4,2.64,0,0,7.15,0,4.83,0
 60-70,1.57,0,0.85,0,2.49,0,0,0,20.87,0,0,0,0,0,0
 72-82,0.81,0,0,0,4.82,0,0,0,9.62,1.92,0.6,0,0,1.08,2.17
 84-94,3.82,0.64,0,0,3.48,0,0.75,0,12.22,0.7,3.01,0,0,0,0
 96-106,0,2.16,0,0,4.63,0,0,0,15.36,1.97,0.89,0,0,4.69,0
108-118,0.44,0.61,0,0,4.73,0.94,0,0,4.26,1.29,3.23,0,0,0,0
120,0,3.44,0,4.1,15.99,0,0,0,0,1.11,3.59,0,0,0,0
