stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,15.12,122.45,88.48,0,53.93,0,0.88,0,17.84,15.22,3.13,2.21,0,9.19,0.87,1.55,0,2,50.98,0,0,34.03,670.96,22.48,11.57,13.03,18.26,0,57.88,1.11,62.58,7.89,16.03,95.57,219.56,0,0,18.15,0,0.84
 24-34,3.96,4.3,70.88,7.35,0,106.22,0,3.7,1.4,24.42,4.17,0,7,1.46,38.82,0.63,6.44,4.54,5.5,85.4,4.17,0,42.27,1154.21,15.05,29.67,12.06,0,3.82,137.01,0,0,11.85,1.75,26.89,278.43,0,0,52.22,0,9.67
 36-46,0.73,0,37.25,0.98,0,267.53,2.97,8.07,2.56,65.94,3.71,0,2.41,11.57,3,2.77,4.86,9.47,4.7,150.48,9.13,2.18,36.15,1846.06,9.41,18.79,9.36,0,0,131.89,0,0,3.43,3.94,0,390.03,0,0,33.07,0.78,12.74
 48-58,0,0,15.96,1.13,0,435.91,0,9.34,6.19,132.21,5.06,2.56,0.59,17.19,5.23,0.77,9.43,7.3,6.76,182.35,1.7,3.79,19.84,1315.32,14.15,8,12.02,0,0,79.07,0,0,2.8,0.4,0,312.91,0,0.37,25.28,0.9,12.13
 60-70,0.86,0,47.76,1.34,0,757.6,9.94,16.83,9.07,195.9,9.13,1.21,8.73,21.89,18.61,1.28,4.32,0,4.13,226.8,1.01,18.14,17.57,1387.41,1.33,11.8,6.2,0,0,109.46,0,0,2.46,2.47,0,259.1,2.03,1.85,41.82,1.46,13.97
 72-82,1.15,0.75,41.08,4.9,0,487.68,0,13.73,17.33,125.66,10.46,0,4.64,17.85,7.1,1.73,4.58,8.86,1.95,259.63,7.01,7.66,29.21,849.49,5.46,27.12,16.3,0,1.06,83.37,0,0,4.17,4.1,0,136.48,8.67,4.34,52.36,8.5,22.41
 84-94,6.21,0,54.42,10.5,0,373.02,0,8.3,10.47,119.47,14.32,0,2.63,24.36,15.48,7.4,8.49,6.15,0,238.03,6.4,10.2,11.8,464.03,4.45,10.97,15.56,0,1.61,219.43,0,0,2.86,0.97,0,86.19,15.57,12.31,30.32,4.29,9.06
 96-106,2.31,0,67.61,12.45,1.87,244.94,0.62,16.63,2.22,142.11,25.73,0,5.87,24.04,14.09,5.78,8.25,17.12,0,190.22,0.71,13.66,13.86,436.69,1.96,16.79,19.97,0,3.2,194.74,0,0,2.69,0,0,58.45,18.89,8.47,58.34,6.41,10.36
108-118,6.27,0,110.96,6.54,4.06,308.35,2.13,30.76,9.59,126.5,25.92,0,1.52,17.87,24.58,7.61,9.4,14.86,0,206.51,1.54,8.55,17.26,617.61,8.11,20.33,16.08,0,5.43,161.31,0.63,0,1.83,0.86,0,17.4,21.43,3.51,45.01,6.99,4.17
120,4.23,0,104.29,3.66,0,200.64,3.67,23.87,14.44,148.09,63.55,0,1.15,49.99,11.9,13.45,5.73,17.45,0,248.72,22.73,50.4,8.74,778.81,3.8,34.53,22.39,0,0,119.32,0,0,2.99,0,0,23.35,21.62,20.99,43.34,11.21,2.34
