stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,162.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.98,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,61.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.05,0,0,34.97,0,0,0,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.64,0,9.98,0,0,0,83.82,0,0,0,0,0,11.29,0,0,0,0,0,0,0,0,0,0,0,1224.32,3.72,0,0,27.77,0,0,0,4.97,0,0,11.53,0,0,0,0,0
 14-21,0,0,0,1.66,763.99,2.53,0,252.91,0,0,0,98.4,0,2.04,0,0,19.97,0,0,0,0,3.15,4.26,0,2.01,3777.34,11.94,15.37,0,1.5,3.74,0.91,7.22,1.46,0,1.5,468.06,0,0,0,0,0
 24-34,0,0,0,0,40.83,0.81,0,977.69,0,1.95,0,17.79,2.29,0,0,2.4,9.06,0,0,1.38,3.65,3.23,4.03,0,7.74,4385.61,0,41.6,4.19,0,14.29,0,0,0,0.63,2.66,711.72,0,0,0,0,0.86
 36-46,0,0,0,0,10.94,0,0,2610.62,0,0,2.55,99.7,5.83,0,1.7,0.71,0,0,0,1.62,0,14.64,0,2.04,0.55,7868.35,0,5.74,1.92,0,10.51,0,0,0,0,0,1213.69,0,0,1.22,0,3.6
 48-58,0,0,0,0,29.06,0,0,2398.81,3.06,2.3,5.36,166.2,22.22,0.75,0.67,0.61,0,0,1.16,0.8,2.77,26.77,0,2.65,5.44,2615.77,0,3.4,0.97,0,13.72,0,0,0,0,0,278.01,0,0,0.78,0,0
 60-70,0,0,0.65,0,18.57,10.02,0,1292.35,0,0,0,94.72,76.56,0,0,1.94,0,8.99,0,6.45,0,11.23,0,0,0,1010.22,0,6.94,1.03,0,3.65,0,0,0,0,0,61.42,0.83,0,0,0,0
 72-82,0,0,14.95,0,152.29,3.13,0,451.25,0,0,0,186.5,32.13,0,0,0,0,0,0,0,3.71,53.62,0,0.67,1.68,1030.97,0,7.4,1.32,0,5.55,16.53,0,0,1.54,0,46.97,46.46,0,3.42,1.45,0
 84-94,0,0,22.71,0,127.26,0,0,418.58,0,0.85,0.94,146.96,74.5,0,0,0,0,0,0.9,0.83,0,23.56,0,4.34,1.47,864.35,0.64,10.54,6.94,0,0.66,0,0,0,0,0,23.98,111.6,0,0,0,0
 96-106,0,0,8.13,0,135.91,4.28,0.9,432.43,0,5.39,0,140.19,59.22,0,0,0,0.98,0,0,20.2,0,18.9,0,1.48,3.82,728.47,1.19,3.76,4.75,0,14.92,5.35,0,0,0,0,18.07,228.58,0.56,3.46,0.96,0
108-118,0,0,3.62,0,37.79,2.9,1.36,478.27,0.55,0.55,0,158.36,54.52,0,0,0,0,0,0,0,0,41.27,2.41,0,2.75,1068.14,6.45,8.7,1.21,0,1.99,0,0,5.63,0,0,10.84,219.67,0,1.07,0,0
120,0,0,0,0,68.23,4.22,0,504.43,0,5.73,2.45,293.44,56.2,0,0,3.27,0,0,1.69,0,0,27.2,0,0,2.79,1129.56,0,0,1.51,0,0,0,0,0,0,0,23.48,73.66,0,0,0,4.77
