stage,axial,blastomeres,eye,hatching_gland,mesenchyme,neural,paraxial_mesoderm
  5-6,6.24,21.12,0,0,0,0,0
  7-9,0,0,0,4.3,0,0,3.52
 10-12,0,0,0,0,0,4.15,10.52
 14-21,0,0,0,0,0,8.06,0
 24-34,0,0,0,0,0.76,0,0
 48-58,0,0,0,0,0,0.49,0
 60-70,0,0,0,0,0,0.76,0
108-118,0,0,1.11,0,0,1.3,0
120,0,0,0,0,0,5.39,0
