stage,eye,glial,lateral_line,mesenchyme,muscle,neural,olfactory,spinal_cord
 14-21,0,0,0,0,0.84,0,0,0
 24-34,0.77,2.66,0,0,0,3.03,0,0
 36-46,0,2.94,0,2.65,0,15.65,4.65,0
 48-58,5.73,1.22,0,2.83,0,16.35,0,0.77
 60-70,4.97,0,0.63,0,0,17.92,0,0
 72-82,0.88,0.75,0,1.29,0,28.13,0.54,0
 84-94,9.68,1.05,0,0,0,16.33,1.54,0
 96-106,7.84,0,0,0.89,1.03,15.31,0.74,0
108-118,2.93,0,0,0,0,25.5,3.7,0
120,12.03,0,0,8.04,0,59.85,0,4.09
