stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,109.49,2143.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.27,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.58,604.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.36,0,0,0,0,0,7.36,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.61,0,0,8.2,0,0,8.84,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,108.62,19.39,0,0,38.36,0,0,3.79,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,13.19,0,3.62,0,5.34,7.21,0,0,0,0,0,11.34,0,0,0,0,0,0,0,0,0,0,0,454.18,16.92,0,0,24.29,0,0,12.01,0,17.34,0,0,0,0,0,0,0,0
 14-21,0,0,2.33,1.1,55.36,22.95,4.29,0,0,0,19.44,1.9,1.86,1.15,0,0,0,0,0,0,38.04,0,0,21.46,447.97,28.26,2.21,132.79,4.76,0,0,2.33,13.16,1.68,1.3,10.18,296.13,0,0,2.64,0,0
 24-34,0,0,3.85,0,26.15,4.69,12.73,0,0.6,4.05,21.11,0,0,3.11,0,0.69,3.58,0,0,3.39,97.83,0,0,56.88,1434.87,8.11,41.98,4.83,0,0,0,0,3.2,0.78,0,2.88,348.54,0,0,29.15,0,3.16
 36-46,0,0,1.93,0,19.26,0.58,120.66,0,0,5.71,73.19,0,0,11.33,1.03,0,1.95,0,0,25.26,215.37,0.95,4.12,60.1,3005.5,1.86,46.56,12.33,0,0.77,2.56,0,0,0,0,0,659.61,0,0.85,33.86,0,17.37
 48-58,0,0,1.32,0,21.19,0.68,579.09,0,0.85,22.25,120.18,0.56,0,9.03,0,0,3.22,1.44,0,9.52,245.74,0,5.89,33.77,3783.43,1.48,40.98,5.52,0,1.12,21.38,0,0,0,0,0,676.04,0,3.45,29.76,0,41.11
 60-70,0,0,0.86,0,16.68,0.6,1867.61,0.68,3.53,30.28,250.3,0,0,4.28,0.58,1.1,11.77,0,0,12.27,385.46,0,23.32,23.83,4822.69,6.71,27.19,11.08,0,2.32,5.66,0,0,1.35,1.01,0,525.82,0,6.2,16.25,3.88,44.03
 72-82,0,0,5.44,0,21.12,8.9,2060.63,0,16.65,37.46,355.53,2.66,0,8.6,0,0,5.97,3.2,0,8.04,428.33,2.85,13.2,30.99,3523.87,1.58,38.56,13.02,0,4.12,4.3,0,0,1.99,0,0,346.62,6.3,9.13,41.81,9.48,32.91
 84-94,0,0,4.11,0,35.3,16.26,1264.55,0,0,40.73,282.6,5.38,0,7.59,0.67,0.86,6.02,6.68,1.81,8.15,391.84,0,33.76,26.7,2477.01,4.82,49.66,16.24,0,5.97,4.48,0,0,1.19,0,0,225.01,3.25,6.71,42.23,13.33,4.76
 96-106,0,0,7.35,0,37.52,28.05,1289.57,0,0,11.67,451.08,7.61,0,10.53,4.31,1.87,2.85,1.93,1.22,1.03,341.1,0.6,25.61,15.06,1963.76,3.6,53.17,22.82,0,14.73,10.99,3.39,0,0,0,0,83.33,2.44,18.61,35.9,24.16,41.72
108-118,3.02,0,9.81,1.06,34.57,8.08,1393.69,1.85,2.27,15.04,383.13,4.63,0,5.47,1.98,0,20.85,3.15,2.91,7.74,369.04,0,27.74,17.89,3266.17,2.91,39.52,31.43,0,13.78,16.64,0,0,0,0,0,127.83,3.68,13.04,33.95,15.63,15.05
120,0,0,3.99,0,41.53,3.25,770.92,0,8.34,18.16,426.36,8.27,0,12.73,0,0,8.37,0,5.66,11.32,333.38,0,32.25,16.38,3354.03,8.67,46.71,34.44,0,37.55,6.74,0,0,3.15,0,0,102.55,0,20.01,60.91,16.16,0
