stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,16.6,0,5.22,0,0,0,9.52,0,0,0,0,0,59.94,0,0,0,0,0,0,0,0,0,0,0,18.35,12.13,0,0,23.78,0,0,11.47,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,4.62,0,0,0,13.53,0,0,0,0,0,71.65,0,0,0,0,0,0,0,0,0,0,0,135.12,5.18,0,0,59.3,0,0,0,0,0,0,4.35,0,0,0,0,0,0
 14-21,0,0,0,14.14,3.59,0,3.29,0,0,0,2.5,0,0,0,0,0,0,0,0,5.01,17.58,0,0,22.88,385.29,14.52,0,0,6.33,0,2.43,0,15.44,0,0,39.45,82.74,0,0,3.01,0,15.31
 24-34,0,1.35,0,6.62,15.93,0,33.67,0.96,1.95,9.47,31.93,0,0,3.99,0,0.66,0.83,0.64,5.11,54.56,63.87,1.33,0,68.49,2513.04,7.19,6.56,0.75,0,0,3.4,0,3.08,0,7.65,20.94,465.61,0,0,8.93,0,61.5
 36-46,0,0,0,0.66,0,0,99.96,0.58,5.32,82.25,210.85,0,0,1.32,0,0,1.51,1.15,0,24.97,167.75,0,2.48,79.45,3185.27,2.75,3.02,0.57,0,2.1,5.98,0,0,0,13.49,2.39,795.94,0,0.85,3.56,0,79.67
 48-58,0,0,0,5.86,0,0,475.2,2.56,22.61,115.15,335.58,0,2.13,0.87,0.79,0,5,0,0,32.98,153.01,0,6.81,53.33,1867.55,0.56,1.59,3.44,0,0.73,9.51,0,0,0,6.36,0,446.62,0,0.51,22,0,93.85
 60-70,0,0.89,0,7.02,0,0,1476.27,7.85,6.6,119.04,237.18,1.93,0,0.61,1.79,0.67,7.49,0,0,10.27,336.48,0,5.33,74.73,1794.05,0,3.82,5.65,0,17.17,12.25,0,0,2.59,12.79,0,434.5,0,4.95,4.24,0,78.76
 72-82,0,0.76,0,16.15,1.84,0,1064.08,3.97,3.46,139.12,257.05,7.85,0,0,8.78,1.73,7.27,0,0,17.71,421.67,0,28.07,70.82,1502.2,0,0,1.1,2.25,34.72,3.16,0,0,0,1.87,0,234.01,0,15.15,16.93,10.07,55.91
 84-94,0,0.66,0,14.93,0,0,830.15,14.84,2.49,105.89,200.88,1.01,0,2.37,21.59,2.24,2.93,0,0,28.42,334.69,0,35.15,43.15,994.06,0,0.95,10.75,0,8.76,6.77,0,0,0,8.72,0,89.76,0,3.02,11.85,5.13,59.3
 96-106,0,1.17,0,16.31,20.55,0,592.03,2.41,11.68,97.06,198.11,5.1,0,0.73,19.4,4.24,1.99,0,0,19.8,361,0,31.99,45.17,730.36,0,0,1.78,0,26.79,10.95,0,0,0.57,1.21,0,24.84,0.62,3.01,7.04,8.33,47.95
108-118,0,0.84,0,10.64,7.76,10.05,483.98,5.8,2.36,113.83,240.25,5.27,0,0,21.97,1.15,16.82,0,1.53,20.54,359.2,2.29,15.49,41.25,754.63,0,4.94,3.05,0,56.93,3.61,0,0,0.59,6.51,0,50.21,3.42,5.73,7.6,5.34,44.54
120,0,0,0,11.44,3.34,0,341.98,2.31,12.84,124.02,205.36,0,0,0,28.18,0,0,2.89,0,4.37,435.24,0,44.18,56.41,1052.78,0,0,0,0,92.48,3.29,0,0,0,0,0,43.24,0,9.41,22.64,14.75,14.46
