stage,epidermis,erythrocytes,eye,muscle,neural,spinal_cord
  7-9,0,0,0,0,4.74,0
 10-12,0,0,5.86,0,9.2,0
 14-21,1.17,0,0,0,0,0
 36-46,0,0,5.15,0,0,0.77
 48-58,0,0,8.81,0,1.45,0
 60-70,0,0,40.4,2.73,2.03,0
 72-82,0.71,0,57.67,0,0,0
 84-94,0,0,64.03,0,2.08,0
 96-106,0,1.74,45.7,0,0.86,0
108-118,0.72,0,48.64,0,1.13,0
120,1.62,0,66.54,0,0,0
