stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,1.38,1.03,4.71,6.67,0,10.55,0,0,0,6.13,0,0,3.84,0,0,0,0,0,3.68,12.18,0,0,19.05,399.99,7.67,4.5,1.99,3.95,0,1.89,0.99,19.24,0.89,0,30.11,212.3,0,0,7.68,0,0
 24-34,0,0,19.62,1.28,0,82,8.76,1.56,2.45,53.57,0,0,7.34,2.53,0,4.2,0,0,2.32,51.23,0,0,21.87,2576.81,3.51,7.81,7.02,0,0.99,4.51,0,0,1.94,2.13,4.53,595.14,0,0,50.29,0,5.42
 36-46,0,0,8.99,1.95,0,359.75,23.18,0,0,133.91,0,0,6.79,0,0,0,0,0,1.51,80.51,0,0,29.35,4957.4,2.95,4.16,5.04,0,0,11.35,0,0,4.95,6.54,0,1026.54,0,0,66.47,0,76.75
 48-58,0,0,24.25,3.21,0,1351.12,15.15,8.63,5.15,354.32,0,0,4,2.49,0,31.25,1.04,13.54,17.74,220.06,0.39,7.5,31.88,6774.9,0.96,4.22,7.58,0,0,13.19,0,0,1.53,3.55,0,1108.38,0,0.89,84.86,0,123.73
 60-70,2.26,0,15.48,22.74,0,3313.76,16.94,3.17,9.45,544.2,0,0,3.46,2.88,0,2.45,1.16,0,1.64,342.79,0.58,1.88,15.57,6097.26,25.35,5.11,7.72,0,0,9.8,0,0,1.08,5.02,0,767.74,0,3.35,64.12,0,320.15
 72-82,1.79,0,29.22,101.27,0,4649.53,4.9,2.77,16.8,1032.74,1.07,3.11,5.8,1.11,2.16,8.27,0.61,0.49,3.53,587.42,0.94,7.12,24.51,6187.14,3.43,3.41,25.34,0,4.73,2.23,0,0,3.69,1.8,0,491.29,1.46,3.45,180.31,5.8,186.52
 84-94,0,0,28.46,89.57,0.8,2938.9,8.18,6.44,8.71,779.73,0.98,0,5.41,8.79,1.12,33.42,1.93,0,7.16,504.94,0,22.38,19.13,3193.47,2,3.52,14.79,0,3.75,13.92,0,0,1.41,3.99,0,267.77,2.91,6.69,183.45,9.98,143.14
 96-106,0,1.03,21.88,153.38,0,2509.16,9.55,2.89,11.2,970.16,1.79,0,8.85,9.38,0.6,10.68,1.41,38.19,10.85,372.82,0,15.28,16.36,2685.25,0.66,7.23,26.77,0,3.48,21.94,2.06,0,1.38,1.11,0,144.74,1.55,17.46,224.06,5.41,169.7
108-118,0.8,0.74,38.55,74.86,5.82,2455.42,17.82,2.52,6.65,963.65,2.82,0,8.56,12.98,1.52,43.27,3.56,3.6,4.79,348.79,0,16.82,17.03,2765.74,1.23,6.03,17.73,0,2.45,4.71,0,0,3.54,10.01,0,85.12,3.88,12.19,167.38,4.37,131.26
120,0,1.28,33.89,140.86,0,1872.46,5.52,4.64,4.03,1289.05,0,0,3.15,16.38,0,31.68,0,33.87,0,290.54,0,15.86,14.88,2987.55,1.38,3.27,19.68,0,0,0,0,0,5.26,4.32,0,91.98,12.35,19.11,225.9,6.38,56.38
