stage,eye,fin_mesenchyme,glial,mesenchyme,muscle,neural,notochord,pronephros,slow_muscle,spinal_cord,vasculature
 24-34,0,0,0,0,0,0,1.56,0,0,0,0
 36-46,0,0,0,1.15,0,0.71,0,0,4.33,2.07,0
 60-70,1,0,0,1.06,0,0,0,0,0,0,0
 72-82,0,1,0,1.01,0,0,0,0,0,0,1.8
 84-94,0,0,2.36,2.8,0,0,0,0,0,0,1.85
 96-106,0,0,0,2.12,0,0,0,0,0,0,0
108-118,0,1.52,0,1.82,0.75,1.94,1.29,0,0,0,0
120,0,0,0,0,0,0,0,3.93,0,0,0
