stage,blastomeres,eye,fin_mesenchyme,glial,mesenchyme,muscle,neural,notochord,slow_muscle,spinal_cord
  5-6,10.72,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0.9,1.05,0,0,0,0
 24-34,0,0,0.71,0,0,0,0,0,0,0.6
 36-46,0,0,0,0,2.56,0.72,2.43,0,6.31,1.01
 48-58,0,0.38,0,0,0,0,9.4,0,0,1.05
 60-70,0,0,0.88,0,2.69,0,10.3,0,0,7.82
 72-82,0,0,1.37,2.49,2.22,0,0.89,0,0,0
 84-94,0,0,0,0,3.97,0,0,0,0,0
 96-106,0,0,0,0,2.13,0,20.78,0,0,0
108-118,0,0,0,0,0.76,0,4.08,0,0,0
120,0,0,0,0,1.08,0,0,1.48,0,0
