stage,endoderm,epidermis,eye,glial,mesenchyme,neural,somites,spinal_cord
 14-21,0,0,0,0,0,2.15,0.95,0
 24-34,0,0,0,0,0,3,0,1.02
 36-46,0,0,0,0,0,5.63,0,0
 48-58,0,0,0,0,0,2.95,0,0
 60-70,0,0,4.22,0,0,2.48,0,0
 72-82,0,0,0,0,0,5.73,0,3.49
 84-94,0,0,0,2.35,0,5.18,0,0.98
 96-106,0,0,0,0,0,3.21,0,0
108-118,0,0,0,0,1.43,1.63,0,0
120,1.28,6.64,0,0,0,0,0,0
