stage,blastomeres,glial,melanocytes,mesenchyme,neural,spinal_cord,xanthophores
  5-6,12.86,0,0,0,0,0,0
 10-12,0,0,0,0,14.45,0,0
 14-21,0,0,0,1.14,1.01,0,0
 24-34,0,0,0,0,1.73,0,0
 36-46,0,0,0,0,2.44,0,0
 48-58,0,0.78,0,0,1.01,0.39,0
 60-70,0,0,2.31,0,0,0,1.15
 84-94,0,0,0,0,1.26,0,0
108-118,0,0,0,0,1.38,0,0
120,0,0,0,0,6.17,0,0
