stage,eye,glial,mesenchyme,neural,pronephros,spinal_cord
 14-21,0,0,0,0,0,1.11
 24-34,0,0,0,0.83,0,0
 36-46,0,0,0,1.21,0,0
 48-58,0,0,0,0.81,0,2.78
 60-70,0.87,0,0.85,3.48,0,0
 72-82,0.85,0.5,0,2.03,0,0
 84-94,0,1.07,0,16.98,4.19,0
 96-106,2.25,0,0,0,0,0
108-118,11.91,2.47,0,4.3,0,0
120,2.04,0,0,3.55,0,0
