stage,epidermis,eye,glial,gut,heart,mesenchyme,neural,periderm,spinal_cord,taste
  7-9,0,0,0,0,0,0,3.37,0,0,0
 10-12,0,0,0,0,0,0,6.35,0,0,0
 24-34,0,0,0,0,0,0,8.24,0,0,0
 36-46,0,1.2,0,0,0,1.04,6.99,0,3.09,0
 48-58,0,4.21,0,0,0,0,27.44,5.85,0.37,0
 60-70,0,3.82,1.28,0,0,0,53.51,0,2.8,0
 72-82,1.98,6.92,2.75,0.54,0,0,62.11,0,3.5,0.5
 84-94,0,10.05,1.92,0,0.7,0,12.17,0,0,0
 96-106,0,7.55,2.28,0,0,0,67.58,0.77,1.73,0
108-118,0,11.32,8.86,0,0,0,33.65,0,0,0
120,0,31.95,0,0,0,0,27.99,0,0,0
