stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0.89,0,3.95,178.5,13.59,0,29.33,0,4.98,0,13.85,9.45,17.13,1.01,1.32,4.85,0,0.92,0,0,47.71,1.78,0,28.3,384.81,47.98,7,9.24,1.64,0,53.49,4.49,47.61,11.15,3.55,50.95,126.86,0,0,5.54,0,0
 24-34,0,2.88,2.45,57,3.84,0,72.45,0,9.37,6.47,15.92,1.7,1.33,6.06,10.18,12.9,0,4.31,10.46,4.5,81.14,10.26,0,43.23,849.31,6.81,31.51,14.54,0,0,210.71,0,0.85,1.32,0.67,18.86,162.62,0,0,24.27,0,4.68
 36-46,0,0,0,16.73,1.19,0,234.92,0,16.43,14.6,50.2,1.23,0,6.05,7.12,0.77,7.96,3.23,1.14,8.47,114.41,12,0,29.28,1202.42,4.94,19.9,8.32,0,0,188.84,1.49,1.05,3.44,1.49,2.35,269.56,0,0,21.97,0,16.23
 48-58,0,0,0.41,34.58,4.8,0,356.48,2.26,5.59,9.83,104.63,3.86,1.12,4.37,14.47,16.53,11.64,8.47,3.01,11.3,202.86,12.2,5.04,42.85,924.12,11.62,9.86,9.19,0,0.91,133.19,0,0,1.72,0,0,212.53,0,0.61,30.73,0,15.51
 60-70,0,0.82,0,44.26,4.4,0,850.9,2.89,8.19,22.53,119.78,15.37,1.56,3.56,8.36,1.59,19.61,5.55,10.96,0.86,266.8,4.43,24.91,30.23,1068.71,1.26,26.81,6.68,0,2.32,120.74,0,0,1.5,2.66,0,134.79,2.05,10.54,21.14,1.02,11.33
 72-82,0,2.33,0,22.13,15.9,0,483.14,0,0.57,6.22,95.14,10.5,1.08,2.84,7.83,2.81,5.94,7.83,6.8,0,285.86,9.39,10.76,26.89,515.84,6.3,12.46,6.86,0,1.06,69.26,0.56,0,0,1.06,0,38.4,8.43,6.41,49.93,6.15,13.36
 84-94,0,1.81,0,44.92,23.17,1.52,301.11,0,11.16,17.37,53.18,26.11,0.91,0,18.38,8.7,5.92,12.35,14.35,4.86,216.56,12.08,8.51,17.7,411.43,2.82,33.11,22.16,0,3.48,170.69,0,0,2.29,0,0,48.09,18.62,11.35,38.87,11.02,24.44
 96-106,0,6.1,0,53.31,60.82,0,249.77,0,9.25,8.7,70,26.78,0,2.77,23.03,8.21,11.77,17.74,4.09,1.25,153.54,5.72,8.16,18.45,279.35,5.42,29.26,22.85,0,8.67,138.62,2.75,0,2.11,0,0,11.23,9.22,11.04,50.17,6.14,6.15
108-118,0,3.32,0,58.66,33.86,12.82,174.89,2.34,12.45,2.21,59.92,18.22,0,6.46,19.3,8.64,5.88,7.32,8.03,1.42,127.81,9.95,5.29,24.58,355.55,4.42,11.14,14.72,0,11.79,120.41,0,0,1.8,0.46,0,6.85,12.21,3.72,39.03,9.34,2.39
120,1.12,5.28,0,77.15,9.45,1.61,251.18,1.26,17.19,1.66,66.89,17.55,0,10.55,20.93,1.06,13.92,36.39,11.93,2.88,84.23,11.34,0,11.61,564.28,2.48,20.7,14.06,0,10.01,77.84,0,0,3.62,0,0,39.6,0,0,79.78,10.29,0
