stage,erythrocytes,immune,neural,periderm,vasculature
  7-9,0,0,5.19,0,0
 24-34,0,1.84,0,0,0
 36-46,0,2.46,0.84,0,0
 48-58,0,10.01,0,0,0
 60-70,0,25.91,0,0,0
 72-82,0,16.65,1.28,0,0
 84-94,0,16.49,0,0,0
 96-106,0,25.41,0,0.83,0
108-118,1.36,29.02,2.86,0,0.61
120,0,61.05,0,0,0
