stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,23.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,109.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.05,0,0,0,5.02,0,4.29,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.85,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1.11,0,5.6,2,0,1.81,0,0,0,1.27,0,0,0,0,0.81,0,0,0,0,3.65,0,0,0,39.02,0,0,1.24,0,0,5.47,6.39,0,1.03,3.74,15.25,0,0,0,0,0
 24-34,0,0.81,0.67,20.66,2.4,0,14.63,0,1.45,0.71,4.57,1.32,0,4.36,0,0,7.72,0.63,0,0,9.59,0,0,0.61,202.61,1.68,9.66,3.98,0,0,11.61,0,2.4,0,0,38.39,0,0,2.19,0,1.3
 36-46,0,0,0,25.41,2.84,0,18.22,1.61,3.83,0,27.77,0.56,0,0,0.56,0,0,0.68,0,0,13.96,0,0,1.29,304.39,0,9.69,3.69,0,0,18.93,0,1.62,0,0,81.05,0,1.23,1.49,0,0
 48-58,0,0,0,21.43,0,0,47.99,1.09,1.99,0.45,73.56,0,2.41,5.13,1.37,0,0,0.4,0,0,28.72,0,0,1.33,416.28,0.38,9.06,7.6,0,0,20.03,0,3.39,0,0,115.09,0,0,3.61,0,0
 60-70,0,0,0,13.69,1.31,0,126.4,0,1.4,0,87.79,0.85,0,0,0.65,0,9.69,1.39,0,0.93,34.71,2.63,0,0,666.05,0,20.03,8.74,0,0,30.6,0,7.47,0,0,126.92,0,0.6,2.91,0,4.77
 72-82,0,0,0.56,22.1,38.41,0,294.36,0,0.55,1.77,120.92,2.13,0.65,2.45,6.47,0,0,4.9,0.62,0,78,0.79,0.72,1.98,855.03,0,23.65,7.29,0,0,22.63,0,0,0,0,111.72,0,3.03,6.81,2.85,0
 84-94,0,0.56,0,17.05,47.53,0,196.05,0.91,0.59,0,86.17,1.55,5.04,3.59,2.37,0.68,0.67,2.32,0,0,38.73,0.93,6.22,5.54,608.72,0,2.12,5.45,0,0.57,77.72,0,1.45,0,0,60.97,9.16,3.6,17.12,6.41,0
 96-106,0,4.45,0,33.53,59.2,1.14,124.48,0,9.87,1.8,131.32,7.78,0,6.45,11.43,0,0,6.15,0.63,0,59.18,2.06,0.69,2.87,640.69,0,37.34,12.01,0,0,71.86,0,1.31,0,0,12.6,2.05,0,13.6,4.49,0
108-118,0,1.13,0,41.15,39.72,0,192.58,0,3.88,6.54,98.04,6.77,0,5.24,12.28,1.67,1.01,1.64,2.88,1.8,82.19,0,4.96,3.52,852.47,0.5,20.45,17.94,0,0,68.39,0,0,0,0,40.26,12.21,2.2,24.06,3.18,0
120,0,4.32,0,65.11,55.53,0,231.35,1.75,5.87,14.96,132.44,1.55,0,4.47,22.33,3.31,0,0,0,0,37.39,1.46,0,0,1258.48,0,11.62,24.44,0,2.03,84.25,0,2.39,0,0,94.56,1.27,0,5.43,11.97,0
