stage,eye,fin_mesenchyme,muscle,neural,notochord
 14-21,0,0,2.51,1.02,0
 36-46,0,0,0,2.28,0
 48-58,0,0,0,1.7,0
 72-82,2.74,0,0,2.08,0
 84-94,0,1.81,0,2.01,0
 96-106,0,0,0,0.98,0
108-118,0,0,0,0.75,0.52
