stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,98.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,105.17,0,0,0,0,0,0,0,0,0,0,0,32.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.44,0,19.91,0,0,0,47.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.25,23.16,0,0,30.21,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.64,0,16.36,0,5.46,0,22.23,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,346.64,7.85,0,0,92.71,0,0,0,8.79,0,7.28,0,0,0,0,0,0
 14-21,0,0,1.93,13.16,1.76,0,11.74,0,0,0,6.37,1.33,0,0,0,0.97,0,0,0,0,9.44,0,0,6.3,118.4,1.48,1,0,0,0,0,15.68,1.67,7.96,19.78,44.07,0,0,0,0,0
 24-34,0,0,0,7.87,2.85,0,21.7,0,0,1.73,13.55,2.01,0,1.9,2.43,0.7,0,1.24,1.79,0.59,36.53,0,0,14.08,357.46,1.39,5.34,3.49,0,0,9.9,0,0,0.78,9.06,96.36,0,0,9.86,0,0
 36-46,0,0,0,2.85,0.73,0,59.26,2.15,0,0,16.03,0,0,1.05,0,1.15,0,0,0,2.25,42.22,0,0.57,11.18,278.27,0.6,0.73,2.22,0,0,15.39,0,0.67,0,0,55.13,0,1.23,2.07,0,0
 48-58,0,0,0,16.07,0.45,0,149.66,0,3.16,1.21,38.41,0,0,0,0,0,0.56,5.43,0,1.53,65.33,0.59,2.72,8.9,356.06,0,1.43,0.78,0,0.47,14.54,0,0,0.77,0,77.71,0,0,4.19,0,0.71
 60-70,0,0.62,0,7,0,0,162.01,1.1,0,1.68,47.78,1.4,0,0,0,5.28,0,1.13,0,0,61.63,0,3.44,8.36,230.01,0,7.86,1.19,0,0,14.19,0,0,1.29,0,40.45,0,0,0.85,1.46,0
 72-82,0,2.16,0,3.52,3.34,0,302.81,0,2.19,4.88,54.9,1.38,0,0.66,1.96,0,8.88,1.84,0,0,99.67,0,5.66,13.85,343.22,0,4.22,3.07,0,0,9.23,0,2.63,0,0,38.99,0,3.58,8.8,2.67,0
 84-94,0,1.15,0,12.93,0.81,0,201.02,0,0.6,7.59,48.37,3.12,0,0,3.28,4.34,2.18,0,0,0,60.37,1.79,7.42,8.92,199.93,0.66,4.34,2.85,0,1.68,18.37,0,0,0,0,5.76,0,2.29,11.46,1.57,0
 96-106,0,1.67,0,6.22,21.75,1.12,172.99,0,0.96,9.06,51.98,1.67,0,2.05,5.36,0,0.92,1.82,11.68,2.16,81.98,2.61,3.29,10.08,171.6,0.57,6.15,7,0,0,9.41,0,0,0,0,6.92,0,4.85,3.21,0,4.13
108-118,0,0,0,11.96,3.49,0.46,105.25,0,0,1.63,57.45,2.39,0,0.52,0,3.69,7.7,0,2.91,0,82.71,0,0,6.64,253.63,1.5,11.23,11.49,0,0,4.1,0,1.81,0,0,8.58,3.88,0.67,12.24,2.14,2.72
120,0,3.64,0,7.38,10.51,0,127.53,0,0,2.94,44.06,0,0,0,11.48,1.51,0,0,0,0,45,0,2.58,5.85,334.3,0,11.17,3.1,0,0,6.46,0,0,0,0,20.15,15.27,0,18,3.93,0
