stage,blastomeres,endoderm,liver,neural,spinal_cord
  5-6,8.84,0,0,0,0
  7-9,0,3.6,0,3.88,0
 14-21,0,0,3.19,0,0
 24-34,0,0,1.3,0,0
 36-46,0,0,1.56,0,0
 48-58,0,0,4.78,0,0.8
