stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,491.34,7799.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.73,0,0,0,0,0,0,0,0,0,0,0
  5-6,62.97,1654.01,0,0,0,0,0,0,0,0,0,0,0,25.98,0,0,0,0,0,0,0,0,0,0,0,135.08,0,0,0,0,24.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.49,11.49,0,3.64,0,0,0,58.85,0,0,0,0,0,13.55,0,0,0,0,0,0,0,0,0,0,0,269.41,8.44,0,0,61.72,5.78,33.69,0,0,0,0,0,0,0,0,0,0
 10-12,0,26.96,0,8.78,0,0,0,84.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.48,25.07,0,0,115.53,4.49,6.56,0,10.04,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.88,8.86,0,0,17.41,0,0,0,51.19,0,0,1.92,0,0,0,0,0,0,14.52,0,0,4.04,197.08,51.13,3.25,2.57,0,5.6,0,6.16,4.46,0,12.33,182.92,0,0,0,0,0
 24-34,0,0,1.26,1.61,2.82,0,0,32.55,0,2.68,0,82.14,3.29,0,0,0,0,0,4.16,3.59,4.34,11.85,0,0,2.11,206.99,52.01,6.66,10.64,0,27.63,0,0,2.95,0,0.66,128.65,0,0,5.88,0,2
 36-46,0,0,0.61,1.92,20.03,0,0,20.95,0,14.32,0.57,121.47,0.68,0,0,0,0,0,1.83,6.67,2.14,3.7,0,0,3.88,158.33,51.49,18.12,22.31,0,51.39,0,0,2.02,0,0,157.2,0,0,0.73,0,0
 48-58,0,0,0,0,8.61,0,0,38.85,2.26,1.4,0,96.23,0.56,0,0,0,0,0,6.72,0,0,26.35,0,0,0,153.96,30.89,12.8,37.29,0,6.93,0,0,0,0,0,148.65,0,0,0,0,0
 60-70,0,0,1.43,0,12.53,0.57,0,80.39,0,8.21,0,225.89,2.5,0,0,0,0.96,0,12.63,0,0,28.44,0,0,0,205.38,36.86,23.01,17.82,0,23.17,0,0,0,0,0,135.95,0,1.9,0,0,0
 72-82,0,0,9.54,0,21.14,0,0,184.08,1.34,0.62,6.33,328.25,10.34,0,0.87,0.69,3.02,3.11,32.04,0,0,92.41,0,0,0.56,225.09,19.18,25.81,28.88,0,11.74,0,0,0.63,0,0,59.82,0.87,0,0,0,0
 84-94,0.62,0,7.46,0,63.37,2.8,0,114.64,0,1.4,0.77,289.37,18.8,0,0,0.61,2.81,0,22.8,0,3.18,80.26,1.22,0,1.98,127.2,34.83,29.33,44.86,0,45.71,0,0,0.7,0,0,91.74,0,0,0.69,1.77,0
 96-106,0,0,8.03,0,84.63,0,0,219.25,1.61,5.45,0,334.69,20.2,0,1.95,0.74,0,0,29.55,0,3.42,55.74,2.64,0.8,1.03,192.06,16.01,45.37,53.71,0,20.88,0,0,0,0.84,0,39.8,0.72,0,0.59,4.51,1.51
108-118,0,0,12.63,0,110.04,1.94,4.13,322.06,5.13,12.88,1.37,389.92,33.19,0,0.61,2.35,13.63,0,25.88,0,0,49.86,1.07,0,6.06,213.5,29.07,23.27,62.45,0,15.26,0,0,2.4,0.46,0,41.51,4.14,0,1.32,6.31,0
120,0,0,17.65,0,100.18,0,0,227.23,8.07,23.95,0,387.71,28.52,0,0,2.19,7.68,11.11,25.68,0,0,57.13,0,0,1.98,367.78,61.2,33.11,47.71,0,1.96,2.5,0,0,0,0,25,0,0,0,0,7.88
