stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,106.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43,0,0,0,0,0,0,0,0,0,0,0
  5-6,175.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,3.75,0,0,0,28.96,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,118.73,4.52,0,0,55.54,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.28,0,23.72,0,5.14,0,15.33,0,0,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,0,248.24,12.06,0,0,83.24,0,0,0,4.19,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.14,25.56,4.68,0,10.53,0,0,0,0,3.36,2.97,0,0,2.42,0,0.93,0,0,10.12,0,0,3.81,169.35,3.34,2.82,0.84,5.53,0,17.34,0.91,16.38,3.67,0,11.33,60.74,0,0,1.81,0,3.26
 24-34,0,0,0,14.31,3.22,0,39.06,0,0,0,1.1,0,0.67,1.85,1.54,5.53,0,0.6,0.67,0,31.59,3.6,0.69,10,403.17,2.1,3.39,5.83,0,0,18.52,0,0,0,1.01,4.93,83.27,0,0,9.25,0,1.96
 36-46,0,2.13,0,4.62,2,0,111.06,0,2.76,1.86,23.29,0.56,7.5,0,9.32,0.58,5.59,0.64,2.42,5.51,38.93,0,0,11.14,512.33,0.62,4.42,4.72,0,0,39.33,0,0,0.7,0,0,121.51,0,0,2.79,0,11.54
 48-58,0,0.46,0,15.53,1.79,0,234.44,1.28,1.86,0.78,30.85,0.41,3.07,0.56,0.47,0.43,0.4,1.46,0,6.8,41.26,1.94,1.23,4.54,470.36,0.49,4.37,1.23,0,0,13.19,0,0,0,0,0,84.28,0,0,5.93,0,9.52
 60-70,0,0,0,7.57,0.72,0,389.43,0,0,0,31.17,2.74,1.64,0,3.74,0,0,2.17,5.17,9.72,61.91,2.15,0,6.55,487.23,1.36,9.73,1.49,0,0,13.5,0,0,0,0,0,56.79,0,1.19,0,0,16.61
 72-82,0,5.13,0,5.43,7.24,0,246.75,1.19,0,1.25,29.59,0.71,0.89,4.03,9.33,1.88,0,1.52,0,0,81.14,0,1.11,9.49,298.18,0,2.36,2.67,0,1.4,13.13,0,0,0,0,0,35.48,1.69,0.66,6.12,3.28,6.66
 84-94,0,9.35,0,13.05,17.83,0,179.74,0,1.15,2.05,18.27,2.58,1.62,0,4.67,1.62,2.8,0.89,0.68,0,58.42,5.56,0,6.87,230.02,0,0,3.98,0,0,59.83,0,0,0,0,0,12.65,1.84,1.63,15.06,0,3.3
 96-106,0,0,0,11,15.1,0,167.43,0.64,0.82,2.93,25.08,2.14,0,1.3,7.83,3.82,7.17,0.67,12.01,0,69.76,2.37,0.58,5.21,129.84,0.73,4.67,1.07,0,0,39.82,0,0,1.05,0,0,27.25,0.56,0,16.83,1.78,0.58
108-118,0,3.07,0,21.76,4.4,1.77,188.89,1.57,4.35,1.85,35.46,10.56,0,0,6.21,9.53,4.27,1.25,1.59,0.76,66.94,3.19,1.85,3.22,284.68,0.58,1.48,5.97,0,1.06,30.02,0,0,0,0,0,3.68,1.61,0,10.9,0.42,5.61
120,0,0,0,29.88,4.68,0,146.94,1.18,12.54,0,48.75,19.02,0,0,8.86,1.36,1.43,1.54,5.74,0,54.36,1.49,0,6.32,289.99,2.29,3.45,5.24,0,0,26.5,0,0,0,0,0,1.19,2.24,0,8.94,1.99,0
