stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,66.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,60.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.36,0,0,0,0,0,0,0,0,0,0
  7-9,4.71,26.5,0,4.16,0,0,0,150.39,0,0,0,0,0,9.54,0,0,0,0,0,0,0,0,0,0,0,577.03,12.13,0,0,35.96,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,50.72,0,7.1,0,0,0,39.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495.19,8.69,0,0,72.39,0,0,0,0,0,0,3.51,0,0,0,0,0
 14-21,0,0,7.41,3.86,11.42,2.12,0,46.89,0,0,0,14.17,0,0,0.81,0,0,0,0,2.42,0.94,10.17,0,0,1.88,2525.26,0.89,18.27,0.89,1.95,0,1.42,3.85,0,0,3.27,709.67,0,0,0,0,0
 24-34,0,0,1.29,0.64,10.92,2.17,0,175.53,0,0,0,23.42,0,0,0,0,0.72,0,0,1.91,0,10.85,0,0,14.37,5648.79,0,36.8,4.06,0,0,14.48,0,1.59,0,1.42,915.76,0,0,0.67,0,0
 36-46,0,0,0,0,3.91,0,0,900.6,0,2.46,0,94.15,0,0,0.68,0,0,0,0,0,3.78,17.34,0.65,0,2.72,8103.65,3.6,25.01,0.57,0,0,14.75,0,3.01,0,0,1312.68,0,0,3.2,0,5.21
 48-58,0,0,0,0,32.81,0.73,0,2014.38,0.38,8.81,2.36,242.61,2.57,0,0.54,1.23,4.93,21.51,0,0,0.53,55.15,0,2.06,15.95,7422.85,0,23.53,1.53,0,0,15.58,0,0,0.4,0,1229.41,0,0,8.82,0,15.01
 60-70,0,0,0.7,0,16.57,4.68,0,3675.54,4.16,0,1.74,190.79,2.6,0,0,2.53,0,0,0.8,1.2,4.52,77.48,2.44,7.03,11.18,9391.78,20.62,10.77,3.58,0,2.07,20.58,0,0,0,0,1360.18,0,0,9.35,0,28.87
 72-82,0,0,2.21,0,66.7,4.1,0,6495.32,4.55,0.72,6.66,329.42,2.58,0.59,4.95,6.78,0.95,8.58,2.42,3.14,3.31,90.35,0.77,1.93,11.24,7845.76,1.46,23.38,1.81,0,4.51,13.96,0,0.64,0,0,902.15,5.6,3.44,11.23,9.44,33.83
 84-94,0,0,2.3,0,59.53,8.1,0,5265.42,0,0.56,10.04,300.39,4.75,0,1.72,4.68,1.3,2.58,1.23,2.8,0,67.49,0,11.36,5.87,6291.65,0.57,28.36,5.78,0,0,14.68,0,0.56,0,0,731.4,1.45,11.34,1.49,5.34,12.89
 96-106,0,0,0.99,0,72.94,30.42,0.71,5748.11,2.04,10.1,6.51,287.96,4.18,0,4.73,17.57,0.94,3.38,4.94,11.63,1.06,112.86,0.6,5.57,3.08,5430.5,0,48.33,3.18,0,3.56,25.75,0,0,0,0,192.18,2.99,0.56,6.73,5.37,41.32
108-118,0,0,1,0,72.78,2.92,2.73,6913.9,0,1.22,4.81,346.51,0,0,0.98,5.82,1.23,0.42,0.51,4.01,0,87.96,1.09,10.28,3.17,9592.04,0.69,31.33,4.1,0,5.25,14.84,0,0,0,0,292.16,2.84,4.62,11.4,6.1,0.48
120,0,0,0,0,117.57,1.41,3.69,4584.11,5.02,20.94,14.57,386.15,0,0,1.15,18.61,0,6.33,0,8.98,0,136.05,0,21.49,5.21,11615.14,22.9,33.89,27.56,0,0,12.08,0,3.53,0,0,324.86,0,0,18.27,17.58,0
