stage,epidermis,eye,fin_epithelia,gut,immune,ionocyte,liver,mesenchyme,neural,periderm,spinal_cord,taste
  5-6,0,0,0,0,0,0,0,0,0,21.16,0,0
 24-34,0,0,0,0,0,0,0,0,0,0,0.81,0
 60-70,0.79,0,0,0,0,0,0,0,0,0,0,0.73
 72-82,15.68,0,0,3.15,0,0,0,4.63,0,0,0,1.38
 84-94,12.55,0,0,0,0,0,0,4.25,0,0.57,0,0.86
 96-106,68.32,0,0,9.71,0,1.71,0,4.22,4.22,0,0,0
108-118,109.7,3.69,0,3.11,3.23,2.29,1.1,0,1.7,0,0,5.68
120,74.58,0,1.2,18.05,0,0,0,0,0,10.07,0,0
