stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  3-4,63.12,0,0,0,0,0,0,0
  5-6,6.18,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,3.38,6.23,0
 24-34,0,0,0,0,0,1.86,0,0.98
 36-46,0,0,0,0,0,10.1,0,0
 48-58,0,0,0,0,0,2.61,0,0
 60-70,0,0,0,0,0,9.34,0,0
 72-82,0,0,1.12,0,0,10.19,0,1.55
 84-94,0,0,1.14,0.59,0,1.48,0,1.88
 96-106,0,1.52,0,0,1.05,9.95,0,1.89
108-118,0,0,0,0,0,10.21,0,0
120,0,0,0,0,0,4.67,0,0
