stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,5.5,0.82,70.99,92.93,43.89,0,16.34,0,0,0,7.29,19.47,2.24,5.26,16.77,2.07,0,2.24,13711.44,1.7,447.13,0,0,284.58,510.84,281.68,0,6.71,4.5,0,8.66,1.23,52.24,4.26,8.28,92.78,96.47,0,0,1.81,0,0
 24-34,0.88,0.84,111.96,74.65,29.57,0,56.95,290.92,19,45.64,14.96,10.84,0,57.2,14.96,2.56,2.17,7.48,18205.89,6.42,2722.64,6.83,6.89,1445.79,960.29,20.38,12.86,16.72,10.77,0,38.87,0,7.54,64.77,10.4,120.39,161.29,0,0,60.4,0,3.67
 36-46,0,0,20.56,178.68,7.55,0,159.14,1741.34,36.83,496.44,42.79,8.05,0,102.03,6.56,0.57,3.81,7.3,11241.38,33.26,10277.65,2.71,81.96,2555.09,1398.95,49.43,12.05,31.9,0,15.8,72.92,0,32.9,115.22,24.69,15.12,249.55,0,2.09,8.19,0.78,64.03
 48-58,2.3,0,4.05,192.82,88.95,0,528.88,2406.29,117.28,1293.76,104.76,17.62,3.54,72.09,11.06,6.28,14.81,2.47,8037.46,37.05,15464.58,3.41,179.2,2797.26,1990.77,128.74,4.46,34.23,3.66,24.3,144.6,0,2.72,66.1,114.88,0.55,322.78,0,3.49,28.27,0,111.87
 60-70,0,1.23,0,186.89,20.71,60.29,818.7,2062.49,152.06,2072.47,96.21,12.82,9.59,21.88,23.8,12.62,26.28,2.05,8013.63,39.62,18766.66,13.74,197.79,1870.5,1643.53,51.33,70.15,23.18,5.95,35.42,143.84,2.13,9.43,79.17,117.6,0,200.97,5.76,68.06,12.23,74.87,191.42
 72-82,0,6.69,1.12,198.82,111.43,1290.83,1444.82,1229.79,129.73,3622.55,200.87,60.41,0.5,8.2,15.68,10.01,9.76,15.66,11921.9,39.05,24021.73,7.01,293.79,2262.77,2350.64,39.54,21.48,42.98,16.05,52.81,110.06,0.85,8.75,50.17,56.24,0,137.18,19.5,163.18,30.11,213.45,135.77
 84-94,0.62,2.13,0.72,251.68,123.32,2563.6,1734.22,1749.01,138.53,2264.44,199.89,66.23,0,24.19,34.73,17.9,35.66,15.4,30957.46,24.32,19928.72,22.98,380.4,1893.29,2347.33,57.54,18.06,51.76,3.85,40.01,212.99,0,0,55.11,53.71,0,128.2,32.63,159.54,72.15,313.33,125.98
 96-106,2.25,5.29,13.02,560.59,611.82,5888.31,2700.69,2670.55,227.21,2883.1,602.47,237.81,0,33.28,142.51,32.69,21.51,36.62,39524.8,11.5,20780.42,58.26,299.38,1864.47,6869.45,59.57,73.55,64.89,0,60.71,476.87,0,0,74.68,47.05,0,124.27,30.15,118.92,206.36,335.91,258.98
108-118,16.02,16.92,2.62,371.7,146.49,11878.57,1887.93,2158.79,129.19,2757.77,378.69,201.32,0,15.14,86.44,25.33,28.92,21.2,57970.4,22.71,24227.72,51.61,296.49,2159.77,5515.77,56.16,28.2,96.75,0,105.26,335.45,0,0,105.72,56.04,0,133.67,63.32,153.86,124.15,248.64,118.57
120,0,0,0,326.43,191.6,5729.26,1498.71,1456.56,75.66,3494.93,528.06,274.4,0,38.18,116.22,21.02,13.9,21.05,31294.89,15.07,27596.58,18.8,362.46,2371.01,5080.06,46.1,20.45,116.12,0,86.91,171.07,0,3.36,79.22,48.41,0,138.8,38.31,131.64,118.88,314.18,34.92
