stage,blastomeres,endoderm,eye,fin_epithelia,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  3-4,22.4,0,0,0,0,0,0,0
  5-6,61.26,0,0,0,0,0,0,0
  7-9,0,0,9.84,0,0,0,3.64,0
 10-12,0,10.52,0,0,0,7.27,0,0
 14-21,0,0,0,0,0.88,0,0,0
 24-34,0,0,0,0,0,1.49,0,0.8
 36-46,0,0,0,0,0,0.56,0,1.15
 48-58,0,0,0,0,2.23,2.17,0,0
 60-70,0,0,4.53,0,0.66,2.35,0,2.71
 72-82,0,0,8.12,0,0,3.69,0,0
 84-94,0,0,2,0,0,0,0,0
108-118,0,0,0,0.47,0,1.13,0,0
