stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,12.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.76,0,0,0,0,0,0,0,0,0,0
  7-9,6.38,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,14.95,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,5.29,0,0,0,30.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.18,3.57,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.9,3.39,0.85,0,12.61,0,0,0,2.96,1.2,0,0,0,0,0,0,0,3.48,0,0,0.87,45.65,2.47,1.37,0,0.9,0,11.48,3.71,1.11,0,1.7,15.6,0,0,0.9,0,0
 24-34,0,0,0,0,2.1,0,0,5.68,0,0,0.72,1.42,0,0,0,0.66,0,0,0,0,13.59,1.09,0,7.23,116.67,0,0,1.29,0,0,25.74,0,2.17,0,1.3,39.56,0,0,3.25,0,0
 36-46,0,0,0,0,10.3,0,0,19.46,17.89,3.56,0,19.68,0,0,0,0,0,0.77,0,0,11.93,0,0,4.71,163.63,0.65,3.81,1.31,0,0,9.69,0,1.25,0,0,41.86,0,0,0.68,0,1.36
 48-58,0,0,0,0,0.38,0,0,47.89,13.56,0.38,7.06,12.45,1.96,0.39,0,0,0,0,0,0,23.01,0,1.42,5.5,162.83,0,2.35,1.85,0,0,9.53,0,0,3.01,0,37.04,0,0,1.31,0,0
 60-70,0,0,1.73,0,3.04,0,0,131.67,4.16,0,0,14.97,3.09,0.79,0,0,10.28,0,0,9.89,44.02,0,0,7.87,170.49,0,0.92,0,0,0,2.64,0,0.83,7.96,0,21.36,0,0,0,0,0
 72-82,0,0,0,0,12.15,0,0,77.98,6.52,0.8,5.75,35.05,5.56,0.89,0.64,0,1.48,0.6,2.16,0,37.99,1.82,0,1.65,165.22,0.51,0.79,2.18,0,4.01,5.57,0,0,3,0,17.34,0.69,0,1.93,0,3.96
 84-94,0,0,0,0,11.3,0,0,77,0,3.1,0,43.9,7.49,0,0.79,0,3.81,0,3.36,0,19.96,0,0,0.6,103.91,3.48,0,5.97,0,0,22.39,0,1.55,1.21,0,6.82,0,1.03,0,4.93,4.41
 96-106,0,0,1.61,0,6.04,2.98,0,82.04,0,0.6,3.85,25.99,4.57,0,9.24,0,0.63,0,8.03,0,16.13,0,0,0.79,147.15,0,0.66,0.8,0,0,8.99,0,1.59,0,0,4.32,0,2.17,0,0,0
108-118,0,0,0,0,5.99,0,2.59,61.65,0,0,0,36.27,6.85,0,6.68,0.44,1.77,1.03,53.51,0,8.2,0,0.94,1.74,184.43,0,0.96,0,0,0,15.02,0,0.76,0.53,0,0,1.66,0,1.68,2.03,0.84
120,0,0,0,0,4.58,0,0,44.97,6.01,0,0,41.62,5.83,0,0,0,3.7,0,0,0,34.1,0,0,5.06,224.01,0,0,3.96,0,0,4.58,0,1.97,0,0,2.14,0,0,0,0,0
