stage,epidermis,eye,fin_epithelia,immune,ionocyte,neural,periderm
  7-9,0,0,0,0,0,5.06,0
 24-34,0,0,0,3.02,3.9,1.46,1.06
 36-46,0,0,0,0,10.55,0,0
 48-58,0,1.48,0,5.95,14.48,0,0
 60-70,0,0,0,28.3,3.7,0,0
 72-82,0,0,0,9.7,0,0,0
 84-94,0,0.7,0,6.31,18.14,1.74,0
 96-106,10.74,0,0,9.54,15.47,0,0
108-118,1.51,0,0.69,12.2,16.82,1.68,1.44
120,0,0,0,10.02,4.12,0,0
