stage,endocrine_pancreas,eye,mesenchyme,muscle,neural,pronephros,spinal_cord,vasculature
 14-21,0,0,0,0,0,0,0.88,0
 24-34,0,0,0,0.6,0,0,0,0
 36-46,0,0,0.88,0,1.53,0,0,0
 48-58,0,2.97,4.1,0,3.87,0,0.67,0
 60-70,0,0,0,0,5.4,0,0.96,0
 72-82,0,0,0,0,0.8,5.01,0.75,0
 84-94,1.11,0,0,0,2.5,0,0,0
 96-106,0,0,0,0,3.81,0,0,0
108-118,0,0,0,0,9.06,0,0,2.28
120,0,0,0,0,13.85,0,0,0
