stage,blastomeres,eye,glial,neural,notochord,paraxial_mesoderm,presomitic_mesoderm,somites,spinal_cord
  3-4,9.81,0,0,0,0,0,0,0,0
  7-9,0,0,0,14.07,0,19.57,0,0,0
 10-12,0,0,0,5.41,6.7,4.88,0,0,0
 14-21,0,0.9,0,17.14,0,0,4.45,1.29,3.55
 24-34,0,0,0,1.45,0,0,0,1.04,0
 36-46,0,0,0,1.17,0,0,0,0,0
 48-58,0,0,0,5.2,0,0,0,0,0
 72-82,0,0,3.45,1.22,0,0,0,0,0
 84-94,0,0,2.27,1.61,0,0,0,0,0
120,0,0,0,6.71,0,0,0,0,0
