stage,blastomeres,epidermis,eye,mesenchyme,neural,periderm,pronephros,spinal_cord
  3-4,13.21,0,0,0,0,0,0,0
  5-6,9.77,0,0,0,0,0,0,0
  7-9,0,0,0,0,11.94,0,0,0
 14-21,0,0,1.72,0,0.88,1.51,0,1.75
 24-34,0,0,0,0,5.7,0,0.64,3.32
 36-46,0,0,0,0,22,4.31,0,7.01
 48-58,0,0,0,0.51,19.87,1.93,0,3.86
 60-70,0,0,0,0,7.33,1.07,0,8.26
 72-82,0,0,0,0,11.07,0.96,0,0
 84-94,0,0,0,0,0.81,0,0,0
 96-106,0,0.65,0,0,0,4.79,0,0
108-118,0,0,0,0,2.67,3.89,0,0
120,0,0,0,0,0,1,0,1.19
