stage,endoderm,eye,immune,mesenchyme,neural,otic,taste
  7-9,3.85,0,0,0,8.75,0,0
 10-12,0,0,0,0,4.32,0,0
 24-34,0,0,0,0.72,0,0,0
 48-58,0,0,0,0,0.56,0,0
 60-70,0,0,0,0,8.1,7.02,0
 72-82,0,0,0.59,5.74,23.74,0,0
 84-94,0,1.27,0.58,0,14.63,0,3.3
 96-106,0,0,0,1.82,22.29,0,2.88
108-118,0,0,0.67,0,12.6,1.01,2.07
120,0,0,0,0,24.08,0,0
