stage,erythrocytes,eye,glial,mesenchyme,neural,olfactory,otic,spinal_cord
 14-21,0,0,0.86,0,1.75,0,0,0.9
 24-34,0,0,1.03,0,0,0,0,0
 36-46,0,1.65,0.97,0.62,2.76,1.96,0,0
 48-58,0,0,1.1,3.24,0.76,1.23,0,0
 60-70,0,4.72,0,0,11.6,0,0,0
 72-82,0,0,0,0,0.78,0,0,0
 84-94,0,0,0,1.4,0,0,0,0
 96-106,0,0,0,0,0.63,0,0,0
108-118,1.75,0,0,0,0,0,0.92,0
