stage,immune,neural
  7-9,0,3.28
 10-12,0,3.65
 24-34,2.43,0
 36-46,13.89,0
 60-70,5.49,0
 84-94,2.86,0
 96-106,0.79,0
108-118,0.94,1.32
120,5.67,0
