stage,axial,blastomeres,endoderm,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,spinal_cord,vasculature
  3-4,0,65.49,0,0,0,0,0,0,14.8,0,0
  5-6,0,61.4,0,0,0,0,13.91,0,0,0,0
  7-9,6.38,0,0,0,5.64,51.02,0,14.17,0,0,0
 10-12,0,0,4.33,5.7,0,33.02,0,0,0,0,0
 24-34,0,0,0,0,0,3.83,0,0,0,1.3,0
 48-58,0,0,0,6.88,0,0,0,0,0,0,1.61
 60-70,0,0,0,0.74,0,5.81,0,0,0,0,0
 84-94,0,0,0,0.95,0,0,0,0,0.78,0,0
