stage,eye,heart,immune,ionocyte,lateral_line,liver,mesenchyme,neural,olfactory,pronephros,xanthophores
 14-21,0,0,0,0,0,0,0,0,0,2.59,0
 24-34,1.16,0,0,0,0,0,0,1.45,0.76,9.27,0
 36-46,0,0,0,0,0,0,0,0,2.72,5.06,0
 48-58,0,0.55,0,3.31,0,0,0,0.43,0.78,3.19,0
 60-70,0,0,0,0,0,0,0,0,2.85,9.04,0
 72-82,0,0,0,0.54,0,0,1.04,0,1.02,7.47,0
 84-94,0,0,0,1.77,0,0,0,0,4.96,11.79,0
 96-106,0,0,0,1.47,1.2,0,0,0,9.03,12.8,0
108-118,0,0,2.81,3.66,0,0,0,1.1,12.49,11.79,0.5
120,0,0,0,4.71,0,3.84,0,0,10.58,16.95,0
