stage,eye,liver,neural,notochord
 10-12,0,0,0,8.68
 14-21,0,0.97,0,0
 36-46,0,0,0.96,0
 60-70,3.98,0,0,0
 72-82,2.11,0,1.06,0
 84-94,1.26,0,2.41,0
 96-106,4.66,0,5.29,0
108-118,0,0,3.53,0
