stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,260.75,4875.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.98,0,0,0,0,0,0,0,0,0,0,0
  5-6,531.82,7804.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.77,26.01,0,0,99.82,0,184.47,0,0,0,0,0,0,0,0,0,0,0
  7-9,292.8,162.98,0,252.5,0,0,0,406.2,0,0,0,0,0,164.93,0,0,0,0,0,0,0,0,0,0,0,3832.13,356.55,0,0,1820.49,0,11.03,52.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,65.27,0,238.52,0,44.38,0,333.81,0,0,0,0,0,24.92,0,0,0,0,0,0,0,0,0,0,0,2943.72,73.4,0,0,1203.31,0,15.41,53.94,4.19,190.15,0,16.43,0,0,0,0,0,0
 14-21,0,0,0,4.79,284.19,45.29,0,73.3,0,1.17,0,21.21,11.07,0,14.62,0,0,0,0,0,1.05,115.66,0,0,72.97,843.29,15.22,1.92,10.83,13.84,0,43.1,1.23,62.87,14.84,11.84,120.39,214.77,0,0,7.18,0,0
 24-34,4.02,0,0.84,14.42,304.76,5.92,0,168.83,1.68,27.5,13.36,44.28,8.73,0.67,16.72,0.69,8.66,0.7,15.33,0.61,0.62,342.64,13.41,0.82,162.45,2457.85,22.95,16.25,31.22,0,2.13,156.62,0,0.93,25.23,13.64,43.19,545.1,0,0,92.35,0,10.45
 36-46,0,0,2.14,0.63,206.02,0.95,0,237.58,15.73,51.9,32.09,168.71,2.69,0,21.54,11.85,9.39,0,8.08,1.07,0.58,436.35,9.26,5.97,110.24,3368.91,39.2,7.44,19.44,0,0,227.2,0.68,0,4.69,20.57,0.58,658.88,0,0,80.13,0,21.66
 48-58,0,0,0.59,0,161.34,3.18,0,398.81,7.52,41.74,37.89,317.96,3.76,0.54,8.73,1.62,4.42,7.68,2.61,1.43,9.27,489.98,2.91,21.26,77.55,2713.83,28.56,7.32,22.18,0,1.47,106.95,0,0,4.1,5.77,0,585.36,0,6.16,81.62,0.9,24.69
 60-70,0,0,2.3,0,189.45,0.84,0,622.26,5.51,61.72,41.72,260.02,2.85,0,4.47,9.59,1.32,10.96,3.32,2.11,2.08,795.16,6.15,37.22,65.07,2486.73,30.76,8.05,27.6,0,7.33,99.16,0,0,8.62,23.49,0,405.17,2.13,8.96,62.24,5,13.5
 72-82,0,0,0.93,0,134.51,34.94,0,746.83,2.05,41.5,90.83,399.57,8.12,0.86,14.64,15.44,1.16,0.55,14.55,0.8,6.25,1078.05,1.48,31.04,70.75,2073.19,17.58,8.55,48.24,1.13,8.79,103.61,0,0,13.98,1.11,0,352.86,10.85,14.12,164.81,14.05,9.14
 84-94,11.71,0,8.18,0,242.15,17.16,1.17,654.74,1.79,42.07,50.97,301.13,17.22,6.18,8.77,18.35,5.35,5.16,5.88,15.35,10.75,840.19,8.07,41.52,88.49,1506.48,13.8,11.44,61.07,0,16.15,239.63,0,0,19.56,0.56,0,254.38,9.24,20.18,114.96,7.17,32.43
 96-106,1.12,0,5.33,0,300.64,53.72,3.77,676.42,16.53,41.04,75.68,389.73,32.31,0,16.79,30.25,7.85,3.6,20.44,11.57,1.65,919.55,14.17,36.48,79.8,1480.34,14.43,34.98,128.12,1.2,6.53,226.53,0,0,10.77,12.18,0,109.78,10.57,22.08,137.6,14.72,20.94
108-118,0,0,1.14,0.5,348.91,15.94,8.82,632.12,13.46,70.39,68,452.48,18.39,0,10.71,22.83,16.81,21.74,27.61,7.31,13.58,1072.19,8.91,58.19,57.69,1987.17,29.4,25.17,102.88,0,39.41,186.1,0,0,23.37,9.87,0,68.29,22.54,23.4,131.97,6.79,15.87
120,0,0,2.94,1.66,394.17,24.26,0,746.8,6.06,98.09,57.48,596.73,35.12,0,21.93,41.93,21.06,20.1,16.65,7.28,1.51,1065.82,11.66,85.76,62.99,3045.67,35.51,50.38,145.5,0,7.15,186.8,0,1.12,27.72,6.54,0,170.31,16.62,31.35,135.32,22.63,13.04
