stage,eye,glial,mesenchyme,neural
 48-58,7.4,0,0,2.09
 60-70,18.39,0,0,0
 72-82,1.23,0,0,0
 84-94,6.58,0.99,0,0
 96-106,0,0,1.13,0
108-118,8.07,0,0,0
120,9.38,0,0,0
