stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,pronephros,somites,spinal_cord
  3-4,114.06,2548.98,0,0,0,0,0,0,0,125.15,0,0,0,0
  5-6,128.48,2022.27,0,0,0,11.32,113.03,15.57,6.9,49.58,0,0,0,0
  7-9,34.86,23.26,85.72,0,170.53,74.37,1009.27,17.87,415.45,6.68,7.58,0,0,0
 10-12,0,60.24,74.13,10.7,50.9,46.23,1435.13,53.96,342.76,3.47,0,46.04,14.97,5.09
