stage,epidermis,erythrocytes,eye,fin_mesenchyme,glial,immune,ionocyte,mucous,neural,periderm,vasculature
 14-21,0,2.15,0,0,0,0,0,0,0,4.6,0
 24-34,0,0.66,0,0,0,0,0,0,4.27,12.54,1.32
 36-46,0,0,0,0,0,0,0,0,0,0.87,0
 48-58,0.71,0,0,0,0,0.42,0,0,0,13.18,0
 60-70,0.68,0,0,0,0,4.97,0,0,0,27.54,0.75
 72-82,1.05,0,2.21,0,0,0,0,0,0.63,14.73,0
 84-94,0,0,0,1.88,0,1.07,0,0,0,22.67,0
 96-106,0.65,0,0,0,0.57,2.42,0,1.41,0,10.73,0
108-118,0.79,0,0,0,0,0,0,0,5.38,25.57,0.77
120,0,0,0,0,0,0,3.91,0,0,1.23,0
