stage,blastomeres,epidermis,eye,glial,iridophores,mesenchyme,neural,somites,spinal_cord
  3-4,21.83,0,0,0,0,0,0,0,0
  7-9,0,0,6.32,0,0,0,5.12,0,0
 14-21,0,1.67,0,0,0,0,2.01,0,1.84
 24-34,0,0,0,0,0,0,1.42,0.66,1.97
 36-46,0,0,0,0.59,0,0,1.15,0,0
 48-58,0,0,0,0,3.27,0,2.69,0,1.8
 60-70,0,0,0.87,0,0,0,0,0,0
 84-94,0,0,0,0,0,5.58,0,0,0
 96-106,0,0,0,1.55,0,0,2.06,0,0
108-118,0,0,0,0.5,0,0,0,0,0
