stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.59,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,5.59,0,0,0,27.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.92,0,0,0,17.37,0,111.22,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.19,0,29.43,0,0,0,124.42,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,1051.9,0,0,0,135.01,0,20.56,11.03,0,4.64,0,5.26,0,0,0,0,0,0
 14-21,0,0,1.79,265.11,0,0,67.37,0,0,0,2.99,0,0,0,0,2.47,0,5.8,0,35.31,16.42,1.71,0,21.59,358.97,1.03,1.13,1060.6,2.69,0,24.95,2.58,12.32,2.03,7.22,232.53,64.02,0,0,0,0,3
 24-34,0,0,0.59,139.36,0,0,68.37,8.88,18.52,5.83,16.75,0,6.5,0,0,6.99,0,47.32,0,152.4,174.12,0,1.66,43.7,575.76,4.17,3.37,86.86,0,0,96.13,1.92,0,5.29,11.94,56.68,113.48,0,0,9.8,0,0.6
 36-46,0,0,0,129.59,0,0,190.63,23.14,115.28,12.75,30.2,0,0,0,0,0.67,0,17.2,0,163.77,171.53,2.56,0,40.53,340.73,3.28,6.09,46.39,0,0,79.21,5.07,0,0,38.77,2.87,108.43,0,0,0,0,8.59
 48-58,0,0,0,61.66,0,0,166.4,21.12,98.86,16.27,49.53,0,0,0,0,0,0.39,2.91,2.67,56.19,187.26,2.64,0,30.66,614.87,16.3,4.55,63.07,0,0,75.19,1.12,0,0.37,7.81,0,78.81,0,0.74,0,0,4.45
 60-70,0,0,0,69.02,0,0,137.43,10.29,72.91,5.46,238.13,3.33,0,0,0,2.45,0,0.65,0,18.59,361.98,1.99,0,41.96,561,20.44,0,82,0,3.93,46.29,0.85,0,0,7.03,0,97.4,0,0,3.76,0,0
 72-82,0,0,0,56.37,6.53,0,257.93,15.79,76.92,19.85,551.95,3,0,0,7.42,3.26,0,18.7,3.14,5.13,891.01,1.84,0,47.51,1053.04,1.64,3.58,113.41,0,3.44,11.19,0.56,0,0,2.62,0,90.74,0,0.52,3.64,3.22,0
 84-94,0,0,0,185.91,0,0,331.34,8.63,164.76,7.73,605.76,2.28,0,0,0,4.37,1.34,8.49,12.69,3.16,869.49,1.82,8.74,40.84,958.21,3.64,4.64,162.25,0,1.01,43.95,0,0,0,7.19,0,108.77,0,0.88,12.75,4.21,0
 96-106,0,0.99,0,90.09,14.19,0.8,494.23,32.56,186.87,24.17,785.83,6.75,0,0.58,3.51,1.38,2.34,40.29,0.61,1.76,762.41,9.26,4.93,88.85,934.72,0.62,2.09,281.23,0,9.96,38.62,0,0,0,23.46,0,35.32,0.67,3.38,8.76,1.81,17.67
108-118,0,0,1.47,93.36,0.64,4.87,460.16,28.28,252.65,30.62,719.03,4.07,0,1.39,1.01,1.38,0,32.33,21.98,3.32,826.43,2.28,0,101.94,1257.71,0.85,4.02,223.67,0,20.91,21.86,0,0,1.74,11.54,0,33.94,1.28,1.11,14.74,15.02,0.74
120,0,0,0,54.27,11.52,0,312.51,23.98,124.39,11.9,626.36,0,0,0,2.69,9.22,0,44.2,0,8.73,716.72,2.26,0,77.73,1155.07,6.26,2.55,134.94,0,0,4.86,0,0,2.77,1.64,0,27.11,0,0,18.68,2.54,0
