stage,endoderm,fin_mesenchyme,immune,mesenchyme,neural,periderm,pronephros,spinal_cord
 14-21,3.19,0,0,0,0,0,0,0
 24-34,0,0,0,0,2.38,0,1.59,0
 36-46,0,0,0,0,2.52,0,0,0.83
 48-58,0,0,0,0,0.78,0,0,0
 60-70,0,0,0,0.81,2.45,0,0,0
 72-82,0,0.68,0,0,0,0,0,0
 96-106,0,0,1.05,0,0,1.71,0,0
120,0,0,3.53,0,0,0,0,0
