stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,2.21,0,24.03,1337.81,98.13,0,209.93,0,31.33,0,59.94,29.9,21.82,3.8,2.23,2.67,1.83,1.12,0,3.7,240.61,1.02,0,246.94,1649.67,669.64,2.38,31.53,86.26,0,84.54,16.81,283.43,18.99,13.87,401.32,756.3,0,0,31.81,0,6.08
 24-34,0,2.18,20.66,1107.95,17.93,0,438.37,0,157.91,34.02,100,13.07,0.87,17.03,9.59,12.01,14.55,18.63,19.34,32.66,760.65,18.93,2.04,483.49,2897.99,400.27,6.7,47.76,0,0,434.78,0.86,0,26.78,12.04,139.94,820.98,0,0,301.11,0,41.11
 36-46,0,3.2,3.09,649.78,0.69,0,451.34,13.09,155.07,109.07,196.65,5.28,0,11.74,11.31,0.92,5.31,16.13,16.12,19.87,1023.58,16.76,11,408.39,2156.46,351.84,4.82,42.02,0,0,541.27,8.92,0.9,25.3,2.08,3.22,617.05,0,3.25,160.45,0,46.23
 48-58,0,0,1.12,531.29,3.57,0,638.1,6.91,126.36,129.06,429.87,17.52,0,33.37,27.58,9.3,14.35,13.46,15.42,12.25,1517.2,25.9,45.48,277.56,1582.49,247.45,6.54,71.33,0,1.01,430.03,0.65,0,23.98,3.46,0,467.38,0,2.55,133.58,1.62,69.12
 60-70,0,0.89,0,252.25,2.33,0,667.28,9.92,77.37,108.69,391.39,23.04,4.38,26,4.3,3.77,20.11,6.53,12.49,6.24,1623.03,13.26,65.27,156.37,821.02,95.17,1.81,36.56,0,9.25,278.22,1.28,0,29.65,3.87,0,133.65,0,22.01,78.77,17.15,38.88
 72-82,0,4.18,0.75,199.46,14.71,1.78,636.9,7.04,62.01,144.78,367.73,55.06,1.02,19.42,23.64,5.15,31.28,21.26,17.53,14.02,1925.36,15.88,55.9,182.6,821.16,58.54,6.74,54.16,0,23.15,130.24,1.13,0,33.25,2.35,0,135.19,1.9,80.7,160.67,50.29,53.66
 84-94,0,3.89,0,242.34,9.28,7.12,380.34,3.94,60.5,98.11,243.01,86.17,0,9.48,20.81,17.3,12.99,17.2,14.79,12.84,1435.74,24.6,62.65,119.72,419.35,74.79,2.86,63.07,0,17.16,238.78,0,0,75.07,0,0,67.44,6.85,65.62,110.69,42.35,30.44
 96-106,0,6.02,2.68,202.97,33.32,6.34,377.39,6.62,58.05,107.07,175.08,73.75,0,26.31,37.6,11.56,10.6,14.47,13.56,2,874.97,28.22,34.24,86.26,411.81,37.91,11.13,41.08,0,16.98,143.26,1.78,0,55.64,1.22,0,20.65,7.82,36.41,111.82,52.59,7.12
108-118,0,2.86,1.93,184.29,14.08,12.59,258.26,4.52,52.47,54.83,202.4,92.14,0,9.93,17.8,9.55,17.53,11.25,27.61,17.17,656.96,9.75,39.07,79.14,418.99,21.69,2.92,32.91,0,29.67,114.71,1.82,0,36.22,2.03,0,22.04,8.23,22.6,106.52,14.91,13.61
120,0,4.51,1.28,131.15,7.65,2.42,216.42,16.58,47.85,57.71,168.53,74.79,0,18.69,43.57,5.46,6.16,7.74,14.38,5.61,621.87,8.39,37.51,66.99,528.2,47.61,2.63,28.21,19.84,13.34,105.05,0,0,38.11,1.64,0,34.66,1.14,25.22,136.9,44.75,0
