stage,erythrocytes,eye,glial,iridophores,liver,mesenchyme,muscle,neural,periderm,spinal_cord,vasculature,xanthophores
 24-34,0,0,0,0,2.34,0,0,0.97,0,0,1.31,0
 36-46,0,0,0,0,0,0,0,100.43,0,13.5,1.79,0.64
 48-58,0,0.92,0,0,0,0.44,0,76.03,0,0,0,6.45
 60-70,0,3.04,0,0,0,0,0,118.41,1.68,1.2,1.1,0
 72-82,0,0,0,0,0,0.57,0,787.45,0,0.6,0,0.89
 84-94,2.59,5.95,7.19,4.01,0,1.9,0,293.23,0,2.77,0,0
 96-106,0,13.66,0.9,0,0,0,0,339.41,0,0,0,0
108-118,0,0.68,0,0,0,0.83,0.65,123.54,0,0,0,0
120,0,0,0,0,0,0,0,383.63,0,0,0,0
