stage,blastomeres,endoderm,epidermis,eye,hatching_gland,mesenchyme,neural,paraxial_mesoderm,periderm,somites,spinal_cord
  5-6,6.24,0,0,0,0,0,0,0,0,0,0
  7-9,0,3.4,0,0,0,0,4.25,4.4,0,0,0
 14-21,0,0,1.6,0,0,0,2.15,0,0,1.98,1
 24-34,0,0,0,0,0,0,2.95,0,1.79,0,0
 36-46,0,0,0,0,0,0,7.26,0,0,0,0
 48-58,0,0,0,0.4,0,0,0.55,0,0,0,0
 60-70,0,0,0,3.14,2,0.86,0.83,0,0,0,0
 72-82,0,0,0,0,0,0,1.2,0,0,0,0
 84-94,0,0,0,1.25,0,0,0,0,0.73,0,0
 96-106,0,0,0.93,4.51,0,0,0,0,0,0,0
