stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,24.88,664.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.13,0,0,0,0,0,0,0,0,0,0,0
  5-6,25.66,422.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.37,0,0,0,8.76,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,27.84,0,0,12.93,0,0,0,25.95,0,0,0,0,10.03,0,0,0,0,0,0,0,0,0,0,0,246.47,12.64,0,0,63.06,0,0,15.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,28.67,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.97,0,0,0,41.69,0,0,20.12,0,7.71,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.32,5.94,0.91,0,0,0,0,0.98,0,0,0.92,0,0,0,0,0,0,5.81,0,0,4.3,14.74,0,0,0,0,0,0.89,0.9,1.37,0,0,2.39,4.8,0,0,0,0,0
 24-34,0,0,0.8,0,1.45,0,0,1.51,0,0,0.9,0.66,0,0.67,0,0,0,0,0,0,10.19,0,0,2.47,52.89,0,1.66,0,0,0,12.34,0,0,0,0,0.62,7.85,0,0,1.92,0,0
 36-46,0,0,0.98,0,7.48,0,0,2.97,0,0,1.26,0,0,0,0,0,0,0,0,0,2.22,0,0,3.56,42.05,0,1.83,0,0,0,9.45,0.78,0,7.31,0,0,12.15,0,0,1.85,0,0
 48-58,0,0,0,0,1.47,0,0,7.84,3.76,1.34,6.21,0,0,0.44,0,0,0.72,0.53,2.5,2.12,7.09,0,0,1.95,29.58,3.92,0.85,0.44,0,0,9.29,0,0,0,0,0,13.85,0,0.42,0,0,5.83
 60-70,0,0,0,0,4.58,0,0,13.18,0.73,0,6.25,0,0.63,0,0,0,0,0,2.83,0,17.22,0,2.38,0,33.47,0,0,0.94,0,0,6.37,0,0,3.34,1.71,0,10.83,0,3.87,5.74,1.46,1.98
 72-82,0,0,0,0,2.65,4.98,0,50.16,0.5,0,12.87,0,3.11,0.89,0,0,0.93,1.2,0,0,28.14,0.61,0.81,2.09,45.77,0,7.07,0,0,0,5.13,0,0,0,0,0,7.04,0.82,1.9,2.22,18.55,3.03
 84-94,0,0,0,0,6.92,0,0,18.76,0.83,6.95,12.13,3.65,0,0,0.8,1.48,0.63,3.08,0,7.63,17.97,1.6,5.47,2.49,63.78,0.65,0.6,0.96,0,0,28.59,0,0,1.91,0,0,5.78,4.11,3.53,2.58,14.99,0
 96-106,0,0,2.86,0,9.97,1.43,1,20.77,0.82,2.4,14.56,2.69,0,0,2.64,1.79,1.18,2.29,0,0,36.19,0,11.39,2.54,43.76,0,3.41,0.56,0,11.66,14,0,0,0,0,0,5.29,1.01,10.98,13.94,14.55,0
108-118,0,0,0.91,0,16.72,2.52,1.87,28.08,1.79,4.53,25.96,1.56,0,0,0,1.03,0.63,0,0.49,0,45.17,0,1.34,1.4,63.29,1.01,1.78,7.43,0,0,11.63,1.18,0,0.55,0,0,6.01,0.43,2.06,0.45,16.86,7.57
120,0,0,0,0,9.68,0,0,17.61,0,0,26.56,0,0,0,10.75,1.63,0,0,0,0,14.54,0,0,0,48.2,2.55,0,12.53,0,0,10.01,0,0,0,0,0,23.07,0,6,8.35,15.82,7.34
