stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,22.11,19.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.86,0,0,0,10.41,0,0,12.07,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,0,0,194.74,0,0.98,0,1.66,0,0,5.92,1.19,0,1.49,160.31,0,0,1.01,0,0
 24-34,0,0,0.84,0.6,5.36,0,0,8.41,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.93,0,0,6.71,2198.51,0,54.26,11.91,0,0,4.69,0.98,0,0,0,437.02,0,0,2.88,0,0
 36-46,0,0,3.17,0,9.02,7.34,0,73.95,0,0,0,3.95,0,0,0,0,0,0,0,0,8.78,20.77,0,0,18.23,6115.54,0,48.66,12.53,0,0,1.35,0.73,0,0.62,0.63,934.33,0,1.04,0.81,0,0
 48-58,0,1.29,0.46,0,12.15,1.97,0,739.53,0,6.4,0,63.11,0,0,0,0,0,0,0.77,6.39,4.93,49.42,0.56,1.18,6.33,10501.72,0.61,42.26,7.06,0,0,10.7,0,0,0,0,1521.6,0,0,9.23,0,13.03
 60-70,0,0,0,0,11.41,0,0,3854.14,2.93,14.44,9.06,152.27,0.6,0.66,5.1,4.6,0,8.6,1.16,1.2,6.83,108.97,0,2.87,15.27,14403.15,0,28.21,10.97,0,0,7.93,0,0,1.06,0,2064.15,0,7.24,3.19,0,22.59
 72-82,0,0,1.82,0,48.78,15.03,0,5835.3,0.72,2.3,13.32,205.89,6.55,0.5,0.66,1.18,0,6.23,0.92,5.32,3.31,209.19,0,14.88,5.16,13209.5,0,38.92,16.71,0,2.7,4.51,1.65,0,0.68,0,1554.54,2.43,3.13,11.24,8.22,15.64
 84-94,0,0,8.12,0,82.95,5.48,0,4391.76,0,0.88,3.02,228.86,1.25,0,0.7,3.14,0.61,15.74,2.78,0.83,0,201.59,0.85,9.46,3.35,8960.24,0,49.17,37.23,0,0.57,8.65,0,0,0.73,0,1256.33,1.55,12.92,5.64,1.15,13.74
 96-106,0,0,5,0,41.82,11.86,0,4033.35,0,4.96,5.94,215.12,2.74,0,0.91,1.33,2.03,1.56,3.95,14.19,0,166.15,7.7,6.22,3.39,6663.15,0.62,44.37,24.97,0,5.46,21.4,0,0,0,0,434.39,0,4.64,9.61,2.48,10.47
108-118,0,0,4.56,0,77.01,12.34,0,3391.71,0,12.52,5.19,210.39,5.88,0,0,2.76,0,5.97,2.58,2.53,1.1,205.72,0,17.31,7.03,7395.94,1.53,28.17,29.77,0,0,13.83,0.42,0,0.84,0,318.59,1.4,5,14.74,7.87,3.52
120,0,0,1.37,0,85.63,3.94,13,2723.61,19.78,0,15.41,235.44,4.63,0,0,3.71,0,0,0,10.46,1.33,166.82,12.14,0,16.44,9258.11,0,12.56,31.98,0,20.34,26.1,0,0,0,0,354.39,0,0,18.49,14.1,3.17
