stage,blastomeres,epidermis,melanocytes,mesenchyme,neural,olfactory
  5-6,21.95,0,0,0,0,0
 14-21,0,1.23,0,0,5.1,0
 24-34,0,6.41,0,0,0,0
 36-46,0,0,0,0.71,3.86,0
 48-58,0,0,0,0,0,0.44
 72-82,0,0,0,0,0,1.3
108-118,0,0,0.5,1.15,1.08,0
