stage,axial,blastomeres,endoderm,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pronephros
  3-4,0,40.65,0,0,0,0,0,0,0,0
  5-6,10.07,84.47,0,0,0,0,13.98,0,0,0
  7-9,6.52,0,5.34,15.27,12.88,108.75,0,28.31,0,0
 10-12,0,0,11.33,13.95,5.06,99.65,0,57.82,3.81,9.78
