stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.45,641.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.26,0,0,0,0,0,0,0,0,0,0
  5-6,58.93,221.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,6.22,0,7.87,0,0,0,9.55,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,34.3,0,0,0,9.43,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,7.58,0,0,0,0,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,41.58,9.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0.82,0,0.97,0,0,0,0,1,0,1.09,0,0,0,0,0,0,0,0,0,3.33,0,0,2.17,32.71,0,1.74,0,0,0,1.67,0.91,1.56,0,0.91,31.28,0,0,1.07,0,0
 24-34,0,0,2.44,1.56,0.72,0,0,3.37,0,0,0,1.33,0,0,0,0,0,0,0,1.67,1.35,9.23,0,0,0.76,397.75,0,25.73,0,0,0,0.68,0,5.03,0,0,169.71,0,0,3.71,0,4.69
 36-46,0,0,1.93,0,0.55,0,0,8.93,0,1.39,0,3.6,0.56,0,0,0,0,0,1.61,0,1.8,7.2,0,0,1.43,811.53,0.59,21.76,2.92,0,0,0.7,0.91,1.34,0,0,266.1,0,0,0.71,0,8.81
 48-58,0,0,0,0,16.51,0,0,129.66,1.11,0,1.97,12.9,0,0,0.51,0.5,0,0,0,0,0.87,13.41,0,0,18.69,1678.05,9.37,9.73,1.93,0,0,3.31,0,1.53,1.13,0,282.16,0,0,2.89,0,45.56
 60-70,0,0,1.51,0,1.02,0,0,297.16,0,0.69,0.86,43.26,0.6,0,0,21.8,0,2.5,0,9.64,7.12,69.95,0,0,3.04,2372.78,0,10.54,1.42,0,2.07,0,0,2.23,0,0,378.06,0,0.79,25.07,0.61,31.68
 72-82,0,0,2.28,0,11.36,0,0,452.42,0,0,0,36.38,7.81,0,0,1.81,0,0.93,1.37,0.64,0,61.74,4.02,6.29,0.8,2539.82,0,23.7,7.55,0,0,1.31,0,0.53,8.92,0,248.74,0,0,8,2.54,28.48
 84-94,0,0,2.9,0,8.1,10.33,0,395.88,6.71,4.74,1.63,56.06,10.03,0.88,0,11.85,0,4.06,0,0,1.74,52.74,0,6.74,6.53,1697.57,3.81,12.8,5.23,0,0,7.82,0,3.48,0,0,129.32,9.2,0,16.98,2.86,23
 96-106,0,0,2.9,0,6.23,0,0,326.78,0,0,1.63,57.87,10.35,0,0.95,8.5,0.74,1.5,0.84,0,0,45.42,7.39,2.86,3.47,1574.2,1.25,21.81,5.46,0,0,1.21,0,0.58,0,0,79.78,0.89,0,14.89,3.3,27.28
108-118,0,0,3.28,0.44,12.02,0,26.16,295.6,6.29,0,0,61.18,18.97,0,0.78,4.86,0.62,3.33,2.49,0.78,4.62,47.26,1.96,0.66,0,1707.21,1.29,16.17,4.84,0,1.59,0.43,0,0.64,0,0,75.66,1.81,1.53,22.01,0,40.92
120,0,0,2.52,6.07,11.08,0,1.8,395.67,12.08,0,0,104.82,45.4,0,0,3.05,0,2.23,1.74,4.66,0,61.34,0,0,3,3010.25,0,61.93,13.03,0,22.87,3.7,2.5,0,0,0,105.23,0,1.54,47.65,4.9,33.37
