stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,1.36,0,5.83,178.53,52.38,0,33.68,0,0,0,9.68,3.68,2.63,0,1.04,2.86,0,0,0.86,0.87,39.23,0,0,29.83,694.63,30.14,17.4,7.93,18.28,0,30.83,109.71,1.91,7.37,158.46,374.86,0,0,3.98,0,0.84
 24-34,0,0.75,0,42.78,4.25,0,59.96,0,5.1,1.39,18.4,0.69,0.66,0,3.18,5.76,1.55,2.5,5.03,2.79,81.01,0,2.73,40.61,2227,6.67,26.29,13.72,0,0,43.14,0,0.7,3.59,24.65,658.46,0,0,26.54,0,1.01
 36-46,0,0.95,0,53.13,0,0,128.73,0,20.78,7.78,88.02,0.56,0,1.96,2.96,1.61,2.55,4.54,1.52,9.39,134.78,3.62,1.73,39.62,4416.64,10.48,38.64,19.75,0,0.97,85.07,0,3.72,0.7,0,1052.06,0,0,13.78,0,13.3
 48-58,0,0.49,0,35.53,4.17,0,376.83,4.39,17.47,8.75,227.02,9.37,0.37,1.52,2.93,4.09,9.44,6.74,12.9,5.48,197.53,4.42,4.94,25.55,4172.07,3.09,18.75,7.82,0,0.93,52.99,0,2.15,0,0,1064.96,0,1.04,31.03,0,38.23
 60-70,0,1.23,0,26.05,5.75,2.15,663.51,3.22,11.13,9.25,276.42,2.72,0,3.02,18.27,9.12,9.61,5,3.36,0.59,315.39,2.02,19.71,34.42,3211.43,2.96,17.46,12.57,0,1.85,72.25,0,2.38,0,0,639.86,0,5.44,13.19,0.71,23.15
 72-82,0,0.5,0,24.83,7.05,0,558.04,0.49,3.87,8.73,204.78,4.08,2.07,1.85,9.18,1.5,3.28,4.36,6.1,0.64,247.13,2.37,2.49,24.52,2314.69,1.68,19.83,7.36,0,0,25.88,0,0,1.06,0,273.85,2.1,6.26,16.9,1.72,20.41
 84-94,0,3.8,0,53.42,9.19,1.29,552.33,0,7.21,10.02,170.92,12.68,1.46,1.91,8.65,7.17,2,1.71,0,4.13,206.33,4.33,5.92,26.01,1520.66,1.64,16.46,7.87,0,0,88.6,0,0,0.63,0,194.55,2.22,4.98,8.01,2.62,1.43
 96-106,0,5.23,0,31.26,7.68,1.85,394.66,0,4.04,15.12,176.08,9.49,0,5.05,5.96,6.29,0,7.48,13.73,0,172.63,18.37,1.96,18.46,1149.37,1.44,6.33,31.44,0,6.23,48.01,0,1.41,0.68,0,88.75,2.03,5,20.93,3.52,10.8
108-118,0,1.26,0.92,56.96,2.35,4.5,385.87,0.42,12.67,9.22,156.86,5.61,0,2.79,5.64,4.21,7.12,4.59,3.86,0,148.59,0,1.5,17,1250.88,0,9.65,4.46,0,0.87,33,0,1.16,0,0,36.64,1.56,2.73,6.29,4.56,7.24
120,0,0,0,109.27,12.61,0,344.95,1.01,10.21,8.55,174.15,16.21,0,0,6.91,7.1,0,3.29,5.3,1.51,226.77,2.61,2.22,34.67,2044.96,2.74,23.45,20.83,0,0,74.03,0,4.79,1.32,0,84.25,2.91,11.48,10.66,13.65,13.4
