stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,486.39,10778.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.33,0,0,0,0,0,0,0,0,0,0,0
  5-6,369.13,5867.42,0,10.26,0,0,0,0,0,0,0,0,27.71,0,0,0,0,0,0,0,0,0,0,0,155.81,27.67,0,0,33.44,0,66.19,0,0,0,0,0,0,0,0,0,0,0
  7-9,35.48,41.33,0,90.01,0,5.98,0,241.37,0,0,0,0,92.39,0,0,0,0,0,0,0,0,0,0,0,2258.98,48.53,0,0,765.86,0,12.83,17.76,0,0,0,0,0,0,0,0,0,0
 10-12,0,93.02,0,95.54,0,10.78,0,245.72,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,3068.29,56.09,0,0,1037.38,0,0,0,0,72.18,0,0,3.51,0,0,0,0,0
 14-21,0,0,0,17.12,58.7,11.69,0,83.81,0,0,28.76,3.23,0,0,0,1.07,0,0,0,0,53.75,0,0,29.89,1439.76,11.31,2.88,15.28,22.21,0,20.77,0,44.9,5.24,0,55.55,344.99,0,0,1.17,0,0
 24-34,0,0,0,3.66,20.82,1.6,0,391.35,2.78,1.42,34.43,0.92,0,2.98,3.19,1.47,3,1.51,1.76,0,118.47,0,0,33.94,2299.82,4.77,6.28,10.06,0,0,35.15,0,0,0,0.95,6.12,378.9,0,0,18.76,0,2.29
 36-46,0,0,0,0,20.05,2.67,0,473.45,1.12,0,38.15,0,0,1.18,0.56,0,12.13,1.26,0,0.58,95.06,0,2.79,34.58,1161.22,4,2.38,7.08,0,0,15.97,0,0,0,0,0,204.99,0,0,7.41,0,2.33
 48-58,0,0,0,0,29.17,0,0,426.44,0,2.65,36.57,0.92,0,0,0,0,0,3.98,0,0.48,105.97,0.37,4.18,18.75,544.96,0.41,1.16,21.61,0,0,5.94,0,0,1.07,0,0,66.55,0,0,7.06,0,6.79
 60-70,0,0,0,0,22.27,6.43,0,224.43,0.68,1.26,64.16,0.64,0,2.04,0,0,2.09,5.1,3.29,0,78.35,0.7,1.33,7.39,278.08,0,2.04,3.49,0,2.13,11.53,0,0,0,0,0,15.93,0,0,5.78,0,0
 72-82,0,0,0,0,23.79,0.57,0,91.71,0,3.05,38.2,3.5,0,0,4.19,1.68,0,1.67,0,0,71.51,0,4.32,13.92,180.36,0,0.67,0.52,0,0,2.7,0,0,0,0,0,12.97,0.92,0.61,8.6,0,0
 84-94,0,0,0,0,17.46,0.56,0,127.48,0.57,0.65,31.8,6.36,0,0,3.58,0,2.32,4.99,1.49,0,61.38,0,9.65,15.33,141.2,4.09,0.97,1.75,0,0,5.5,0,0,0,0,0,5.31,1.12,2.14,7.87,0,0
 96-106,0,0,0.95,0,6.47,2.28,0,85.85,1.4,0.65,48.92,6.98,0,0.97,3.62,1.06,0,0,0,0,42.23,0,3.67,6.05,137.81,0.57,1.37,1.01,0,0,6.66,0,0,1.94,0,0,3.27,0,0,6.28,0.68,0
108-118,0,0,0,0,18.99,6.87,0,67.79,0,4.45,43.88,5.55,0,0,4.27,1.43,1.13,2.85,1.9,0,57.72,0.63,3.27,12.02,195.97,0.71,2.16,3.36,0,0.76,6.29,0,0,0,0,0,3,0,0,10.32,0,0
120,0,0,0,0,29.34,4.78,11.16,46.11,0,0,44.98,0,0,0,11.64,1.45,4.47,0,4.54,0,41.82,0,3.51,29.76,208.43,0,0,0,0,4.59,3.42,0,0,1.14,0,0,1.57,0,0,19.44,0,0
