stage,epidermis,eye,mesenchyme,neural,presomitic_mesoderm,somites,spinal_cord
  7-9,0,6.48,0,0,0,0,0
 14-21,0,0.86,1,0,0.87,1.86,0.86
 24-34,0,0,0,3.9,0,0,0
 36-46,0,0,0,5.17,0,0,8.69
 48-58,0,2.26,1.19,11.74,0,0,0
 60-70,0,3.17,0.88,9.19,0,0,2.23
 72-82,0.55,0,1.23,0.73,0,0,0
 84-94,0,0,0,0,0,0,1.41
 96-106,0,1.94,0,1.69,0,0,0
108-118,0,3.49,0,0,0,0,0
