stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,338.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.61,0,0,0,0,0,0,0,0,0,0
  5-6,16.23,29.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.47,4.4,0,0,23.33,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,12.5,0,0,0,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.78,18.21,0,0,27.06,0,0,0,0,0,5.74,0,0,0,0,0,0
 14-21,0,0,0,0,6.86,0,0,3.23,0,0,0,0,4.14,0,3.18,2.44,0.9,0,0,0,0,3.75,0,0,8.31,48.1,1.67,0,0.89,1.03,0,11.6,4.63,3.62,2.23,12.55,15.38,0,0,0.99,0,0
 24-34,0,0,0.8,0,7.39,0.76,0,27.8,0.73,0,0,5.1,2.67,0,1.33,5.63,4.58,0,1.08,0,0.92,11.53,0.66,0,13.85,157.81,1.86,3.19,2.12,0,0,39.44,0,6.72,0.85,4.16,40.33,0,0,14.89,0,1.97
 36-46,0,0,0,0.96,2.25,0.76,0,32.85,6.91,0,0,14.48,1.33,0,3.01,0,0.78,18.8,0,1.34,0,25.96,0,0,11.56,215.33,2.06,7.82,6.32,0,0,38.39,0,16.76,2.55,0,50.09,0,0,9.49,0,1.9
 48-58,0,0,0,0,6.18,0.85,0,90.96,3.29,3.16,3.07,24.13,4.67,0.85,1.91,2.75,0.82,0.43,0.86,0,3.15,36.53,0.65,2.48,7,304.84,0.94,2.77,2.06,0,0,20.12,0,1.96,13.38,0,54.32,0,0,7.32,0,15.56
 60-70,0,0,0,0,12.33,0.67,0,186.46,10.98,1.18,1.18,38.17,0,0,0.6,2.24,7.43,0,0,9.86,7.6,53.34,3.99,0.66,3.75,409.04,7.38,3.49,2.04,0,0,33.5,0,7.65,12.87,0,39.25,0,1.7,13.91,0.85,3.32
 72-82,0,0,1.23,0,8.67,21.77,1.16,242.9,3.56,9.18,11.15,49.55,8.41,0.64,0.75,5.97,1.05,0,1.39,12.62,0,86.21,1.71,3.72,22.61,424.14,0,1.07,9.34,0,0,35.65,0,1.85,14.65,0,67.43,0.53,1.57,30.62,2.94,2.8
 84-94,0,0,1.42,0,19.68,12.54,0,210.08,4.32,2.02,4.67,57.98,10.27,3.21,5.29,13.04,6.08,11.42,0,20.69,4.43,103.13,8.18,0.83,11.32,287.92,0.67,10.79,11.41,0,7.75,102.64,0,5.3,11.7,0,47.17,3,2.26,24.23,2.2,8.77
 96-106,0,0,0.63,0,32.99,17.01,1.94,252.99,22.5,8.9,8.54,80.53,16.61,0,4.11,12.68,4.73,3.3,3.59,65.19,0.75,116.35,24.15,18.17,12.5,275.87,0.73,17.48,14.01,0,0,113.81,0,6.04,20.36,0,18.31,1.83,4.98,30.49,2.31,1.93
108-118,0,0,5.77,0,38.39,4.04,13.37,253.79,41.9,9.53,2.78,103.23,23.84,0,0,7.53,5.43,5.58,1.95,68.44,0.44,133.3,11.15,9.68,24.36,372.31,2.28,7.28,15.25,0,1.14,80.49,0,9.31,34.24,0,25.14,7.19,3.87,13.33,5.62,13.66
120,2.37,0,0,0,68.85,3.38,3.36,250.56,32.1,10.66,0,140.14,53.02,0,0,16.51,3.27,18.2,5.13,66.72,1.61,101.33,0,12.45,21.7,671.53,10.89,2.37,19.66,0,0,78.03,0,10.75,13.06,0,29.15,0,21.19,43.57,1.43,3.37
