stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,323.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,210.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.4,0,0,0,13.83,0,0,5.28,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.09,0,20.23,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.04,0,0,0,96.52,0,0,0,0,0,0,0,9.29,0,0,0,0,0
 14-21,0,0,1.69,9.84,65.77,10.07,0,5.46,0,0.82,0,57.09,6.08,1.07,1.43,0,0,2.4,0,0,21.6,1.19,0,93.62,184.2,13.25,0,15.87,16.45,0,0,0,28.87,38.94,40.71,327.7,344.46,0,0,3.45,0,0
 24-34,0,0,0.61,7.94,34.24,0.67,0,8.02,0,15.47,0.83,83.64,2.69,1.23,2.01,1.54,3.58,2.25,2.04,6.43,46.68,0,0,95.48,202.2,27.35,0,10.43,0,0,3.93,0,0.97,29.04,15.42,20.75,220.04,0,0,106.17,0,15.63
 36-46,0,0,0,0.63,26.01,0,0,8.64,2.39,16.93,2.12,93.92,0,1.53,3.48,0,7.97,2.11,0,5.42,79.31,0,0,18.23,181.43,39.35,0,16.08,0,0,2.52,0,0,19.11,9.41,0,105.25,0,0,70.12,0,42.07
 48-58,0,1.29,0.44,0,55.2,4.28,0,56.46,0.6,24.78,0,114.51,0.69,6.02,19.84,2.55,31.25,1.52,2.84,0,156.7,0,0,24.99,199.5,41.47,0,16.18,0,0,1.62,0,0,16.66,8.62,0,129.34,0,0,57.26,0,53.76
 60-70,0,0,0,0,38.1,3.32,0,115.48,0,12.7,0,130.61,0,1.45,14.18,7.93,7.09,1.24,0,0,275.97,1.43,0,19,247.75,11.54,1.03,12.71,0,2.16,6.23,0,0,5.75,1.45,0,81.04,1.5,2.64,89.53,0,72.76
 72-82,0,0,4.75,0,29.24,4.31,0,232.62,0,8.85,0,219.32,5.51,10.85,28.81,2.65,2.14,1.69,1.36,0,410.67,0,0.91,7.76,212.01,0,1.22,34.71,0,0,0,0,0,9.85,0.64,0,45.63,0,0.54,98.99,0.76,102.84
 84-94,0,0,5.52,0,54.83,6.08,0,257.1,0,10.07,6.04,181.74,11.19,6.85,47.03,6.33,12.97,0,0,0,348.92,0,0,0,150.71,0.57,0,54.51,0,0,3.75,0,0,17.79,0,0,44.94,0,4.23,46.07,0,72
 96-106,2.68,0,5.35,0,42.08,9.03,0,175.93,0.67,13.84,0,234.63,10.08,5.06,37.16,5.81,1.4,5.12,5.57,3.66,268.41,0,0,7.04,126.76,1.42,2.48,31.91,0,5.22,2.83,0,0,8.03,0,0,50.03,3.81,3.25,92.12,3.05,72.1
108-118,0,0,5.34,0.44,85.19,9.59,8.93,217.84,0,20.22,0,219.3,14.24,6.57,51.1,11.06,5.52,0.56,3.29,2.19,287.47,0.94,0,5.91,208.59,0.92,0.57,39.9,0,0,0.67,0,0,17.33,0.85,0,31.97,0.9,5.42,74.67,0,68.19
120,0,0,6.14,0,80.49,0,0,137.26,0,6.61,0,369.88,1.02,3.83,108.74,5.36,1.05,3.53,4.54,0,351.22,2.21,0,16.05,341.57,9.81,1.45,30.25,0,5.34,0,0,0,10.92,0,0,32.47,1.99,0,159.74,8.78,30.9
