stage,axial,blastomeres,eye,glial,gut,lateral_line,mesenchyme,neural,paraxial_mesoderm,spinal_cord,vasculature
  3-4,0,10.95,0,0,0,0,0,0,0,0,0
  5-6,6.86,24.37,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,11.59,0,0,0
 10-12,0,4.79,0,0,0,0,0,13.48,5.53,0,0
 14-21,0,0,0,0,0,0,0,0.85,0,0,0
 24-34,0,0,0,0,2.19,0,0,4.82,0,0.74,0
 36-46,0,0,0,0,0,0,0.64,0,0,0,0
 48-58,0,0,1.65,0.96,0,0,0,0.71,0,0.68,0
 72-82,0,0,0,0,0,0.56,0.6,0,0,0,0.87
