stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,96.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,180.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.99,0,0,0,0,0,13.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.91,4.23,0,0,16.17,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,10.26,0,4.66,0,0,0,30.34,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,247.8,0,0,0,26.94,0,0,0,10.92,0,0,0,0,0,0,0,0
 14-21,0,3.33,2.16,5.07,0,0,10.22,0,0,0,1.91,0,1.18,2.74,0,6.64,0,0,2.94,0,1.01,0.86,0,0,109.24,6.76,0,0.94,0,0,0,1.79,0.86,1,1.76,29.91,0,0,0,0,0
 24-34,0,29.26,0.76,2.12,0,0,27.16,0,0,0,11.01,2.99,6.67,0,0,41.32,0,0,1.53,0,11.78,1.67,0,5.68,766.44,0,0,6.79,0,1.14,5.47,0,2.36,0,2.09,202.03,0,0,0,0,0
 36-46,0,15.11,0,10.56,0,0,197.52,0,0,0.67,41.95,0,2.11,0,0,15.64,0,2.8,0,0,41.42,2.36,0,11.92,1685.87,2.73,2.73,0.71,0,0,3.14,0,0,0,0,382.26,0,0,0,0,1.67
 48-58,0,16.04,0,17.18,0,0,652.6,0,3.02,3.94,116.56,1.02,0.41,0,0.68,24.59,0,2.34,0,0,52.8,6.33,0,1.91,3655.75,0,6.03,6.61,0,0,3.46,0,0.43,0.5,0,495.42,0,0,11.23,0,16.69
 60-70,0,11.18,0,21.63,0,0,1327.86,0,0,2.5,223.8,2.06,2.3,0.78,6.5,10.54,0,1.21,0,0.86,73.39,5.13,5.01,11.14,5988.31,0,4.02,8.59,0,0,0.69,0,1.17,1.58,0,618.66,0,2.33,6.64,1.09,0
 72-82,0,26.72,0,34.6,17.22,0,1409.9,4.17,0,0.94,362.59,6.64,1.19,0,4,33.77,4.04,3.3,0,3.43,147.36,1.71,6.22,1,7477.34,0,16.47,13.32,0,0,5.39,0,0,4.35,0,683.05,17.63,9.58,16.76,8.28,13.69
 84-94,0,22.43,0,37.26,2.39,0,1066.11,4.65,0,1.26,324.33,4.32,0.6,2.51,0.95,44.03,6.08,5.89,5.87,4.77,163.41,0.76,11.3,6.59,4711,0.6,35.03,32.91,0,0,6.26,0,2.87,0,0,444.85,39.09,4.64,12.41,9.85,0
 96-106,0,18.69,0,62.31,20.12,0.97,1113.07,1.64,0.56,11.52,466.1,10.38,0,3.36,1.72,42.82,1.81,21.76,8.58,2.18,208.78,1.53,2.99,3.76,4800.44,2.26,45.34,68.35,0,1.82,4.84,0,2.09,1.24,0,239.2,46.36,3.04,8.62,9.17,0
108-118,0,25.86,0,43.81,3.65,0,884,4.53,3.22,6.83,498.64,4.17,0,4.24,5.76,23.24,0,10.71,42.61,5.3,254.98,1.47,17.83,12.16,4575.93,3.97,34.03,56.62,0,6.07,11.29,0,4.8,0.43,0,211.86,59.43,5.15,7.06,1.94,0
120,0,38.88,1.28,71.1,0,4.48,1215.8,4.75,22.18,8.48,855.96,2.75,0,4.47,8.43,17.8,0,6.18,33.89,0,225.02,2.91,0,9.74,8019.42,0,52.22,25.36,0,0,22.62,0,14.04,3.26,0,255.22,14.53,4.45,20.79,26.48,0
