stage,axial,blastomeres,epidermis,eye,fin_epithelia,immune,mesenchyme,neural,otic,periderm
  3-4,0,42.88,0,0,0,0,0,0,0,0
  5-6,7.95,0,0,0,0,0,0,0,0,6.15
 14-21,0,0,1.8,0,0,0,0,0,0,0
 24-34,0,0,2.43,0,0,0,0,0,0,0
 36-46,0,0,0,1,0,0,0.64,0,0,0
 48-58,0,0,1.64,0.37,0.66,0,0.57,0,0,0
 60-70,0,0,0,0,0.64,0,0,1.97,0,0
 72-82,0,0,0,0,0,0,0,0,0.52,0
 84-94,0,0,9.67,0,5.72,1.06,0,0,0,0
 96-106,0,0,0,0,2.17,0,2.38,0,0,0
108-118,0,0,6.4,0,6.05,0,0,0,0.54,0
120,0,0,15.05,0,1.19,0,0,8.6,0,0
