stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,32.13,314.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,137.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,14.86,20.77,20.7,0,0,0,73.54,0,0,0,0,0,28.19,0,0,0,0,0,0,0,0,0,0,0,321.57,16.24,0,0,275.6,0,0,16.47,0,0,0,0,0,0,0,0,0,0
 10-12,0,7.29,65.48,0,0,0,80.08,0,0,0,0,0,22.98,0,0,0,0,0,0,0,0,0,0,0,485.68,37.43,0,0,535.68,0,0,4.37,0,49.2,0,15.06,0,0,0,0,0,0
 14-21,0.89,0.93,7.16,94.42,9.3,0,6.97,0,0,0,3.17,2.46,0,0,0,0,0,0,0,0,35.61,0,0,61.18,149.94,2.03,0,1.76,10.26,0,0,0,257.96,1.74,10.62,141.67,152.9,0,0,0.86,0,0
 24-34,0,0,5.76,15.2,1.54,0,9.17,0,2.23,1.55,5.38,0.61,0,3.65,0,0,0,0,0,2.66,69.69,0,0.69,41.94,211.22,0,0,5.69,0,0,1.06,0,0,2.22,0.63,34.02,106.16,0,0,18.39,0,13.64
 36-46,0,0,0,4.94,0,0,4.17,0,0,4.44,16.33,0,0,10.68,0,0,1.39,0,0,23.8,95.35,0,0.6,27.92,192.6,0.58,1.13,6.33,0,0.97,6.03,0,0,1.87,1.7,0.58,87.42,0,0,30.57,0,18.69
 48-58,0,0,0,5.6,0,0,25.49,2.61,1.56,1.6,51.21,0,0,4.88,0,0,0.38,0.86,0,1.32,100.72,0,0.58,22.92,146.6,0,0,4.6,0,0,1.06,0,0,0.4,1.46,0,74.85,0,0.79,15.57,0,17.55
 60-70,0,0,0,14.44,0,0,32.25,3.94,2.4,0.84,92.43,0,0,9.92,0,0,0,0.84,5.16,0.73,242.08,0,2.67,14.39,165.02,0,0.89,8.52,0,8.47,3,0,0,0,0,0,44.3,0,4.86,13.55,1.25,40.36
 72-82,0,0,0,1.31,0,0,50.18,0,0.58,0,135.15,0.64,0,4.89,14.03,0,2.28,0,0,0,250.47,0,5.4,14.88,122.94,0,0,4.52,0,9.16,1.16,0,0,1.76,0,0,20.86,0,6.72,32.47,0,16.82
 84-94,0,0,0,11.6,0,0,61.77,0,0,2.83,91.47,3.11,0,0,0,0,0.69,0,1.3,3.12,202.83,0,12.64,14.58,151.32,0,0,4.33,0,10.35,10.64,0,0,1.52,0,0,10.77,0.61,5.89,23.15,1.68,25.11
 96-106,0,0,0,15.65,0,0,101.38,3.22,0.62,0.85,152.12,0.62,0,1.36,0,4.05,5.23,0,1.9,2.18,231.81,1.17,7.86,10.59,158.28,0,0,9.03,0,12.85,6.63,0,0,0,0,0,8.63,0.61,0.87,36.05,2.53,14.04
108-118,0,0,0,22.22,0,0.5,142.99,1.97,5.26,0,157.55,8.69,0,0,0,0,12.19,3.33,1.65,8.12,142.52,0,12.6,12.22,98.66,0,0,7.84,8.11,12,1.42,0,0,0.78,0.56,0,1.59,1.14,9.16,43.11,8.52,42.47
120,0,0,0,4.09,6.81,0,134.78,1.61,4.34,0,158.39,2.56,0,1.61,0,0,2.12,0,0,0,179.19,0,0,12.14,181.54,0,0,1.47,0,13.66,0,0,0,0,0,0,4.53,0,0,33.78,10.7,6.47
