stage,blastomeres,eye,muscle,neural
  5-6,8.04,0,0,0
 10-12,0,0,0,6.13
 48-58,0,0.59,0,0.94
 60-70,0,2.68,0,0
 72-82,0,27.49,0,0
 84-94,0,19.84,0,0
 96-106,0,8.15,0.95,3
108-118,0,19.98,0,0
120,0,7.37,0,0
